Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Pierre Albertini,M,France,FRA,1972,Munich,Judo,Judo Men's Half-Heavyweight,No medal,False
Marc Alexandre,M,France,FRA,1984,Los Angeles,Judo,Judo Men's Half-Lightweight,Bronze,True
Marc Alexandre,M,France,FRA,1988,Seoul,Judo,Judo Men's Lightweight,Gold,True
Mathieu Bataille,M,France,FRA,2004,Athina,Judo,Judo Men's Heavyweight,No medal,False
Larbi Boudaoud,M,France,FRA,1996,Atlanta,Judo,Judo Men's Half-Lightweight,No medal,True
Larbi Boudaoud,M,France,FRA,2000,Sydney,Judo,Judo Men's Half-Lightweight,Silver,True
Larbi Boudaoud,M,France,FRA,2004,Athina,Judo,Judo Men's Half-Lightweight,No medal,True
Rmi Berthet,M,France,FRA,1976,Montreal,Judo,Judo Men's Heavyweight,No medal,False
Djamel Bouras,M,France,FRA,1996,Atlanta,Judo,Judo Men's Half-Middleweight,Gold,True
Djamel Bouras,M,France,FRA,2000,Sydney,Judo,Judo Men's Half-Middleweight,No medal,True
Andr Bourreau,M,France,FRA,1964,Tokyo,Judo,Judo Men's Lightweight,No medal,False
Jean-Claude Brondani,M,France,FRA,1972,Munich,Judo,Judo Men's Heavyweight,No medal,True
Jean-Claude Brondani,M,France,FRA,1972,Munich,Judo,Judo Men's Open Class,Bronze,True
Romain Buffet,M,France,FRA,2012,London,Judo,Judo Men's Middleweight,No medal,False
Benit Campargue,M,France,FRA,1992,Barcelona,Judo,Judo Men's Half-Lightweight,No medal,False
Fabien Canu,M,France,FRA,1984,Los Angeles,Judo,Judo Men's Middleweight,No medal,True
Fabien Canu,M,France,FRA,1988,Seoul,Judo,Judo Men's Middleweight,No medal,True
Bruno Carabetta,M,France,FRA,1988,Seoul,Judo,Judo Men's Half-Lightweight,Bronze,True
Bruno Carabetta,M,France,FRA,1992,Barcelona,Judo,Judo Men's Lightweight,No medal,True
Franck Chambily,M,France,FRA,1996,Atlanta,Judo,Judo Men's Extra-Lightweight,No medal,False
Cdric Claverie,M,France,FRA,2004,Athina,Judo,Judo Men's Half-Middleweight,No medal,False
Jean-Paul Coche,M,France,FRA,1972,Munich,Judo,Judo Men's Middleweight,Bronze,True
Jean-Paul Coche,M,France,FRA,1976,Montreal,Judo,Judo Men's Middleweight,No medal,True
Yves-Matthieu Dafreville,M,France,FRA,2008,Beijing,Judo,Judo Men's Middleweight,No medal,False
Bertrand Damaisin,M,France,FRA,1992,Barcelona,Judo,Judo Men's Half-Middleweight,Bronze,False
Benjamin Darbelet,M,France,FRA,2004,Athina,Judo,Judo Men's Extra-Lightweight,No medal,True
Benjamin Darbelet,M,France,FRA,2008,Beijing,Judo,Judo Men's Half-Lightweight,Silver,True
Laurent Colombo,M,France,FRA,1984,Los Angeles,Judo,Judo Men's Open Class,No medal,False
Guy Delvingt,M,France,FRA,1984,Los Angeles,Judo,Judo Men's Extra-Lightweight,No medal,False
Yves Delvingt,M,France,FRA,1976,Montreal,Judo,Judo Men's Lightweight,No medal,True
Yves Delvingt,M,France,FRA,1980,Moskva,Judo,Judo Men's Half-Lightweight,No medal,True
Frdric Demontfaucon,M,France,FRA,2000,Sydney,Judo,Judo Men's Middleweight,Bronze,True
Frdric Demontfaucon,M,France,FRA,2004,Athina,Judo,Judo Men's Middleweight,No medal,True
Frdric Demontfaucon,M,France,FRA,2008,Beijing,Judo,Judo Men's Half-Heavyweight,No medal,True
ric Despezelle,M,France,FRA,2000,Sydney,Judo,Judo Men's Extra-Lightweight,No medal,False
David Douillet,M,France,FRA,1992,Barcelona,Judo,Judo Men's Heavyweight,Bronze,True
David Douillet,M,France,FRA,1996,Atlanta,Judo,Judo Men's Heavyweight,Gold,True
David Douillet,M,France,FRA,2000,Sydney,Judo,Judo Men's Heavyweight,Gold,True
Dimitri Dragin,M,France,FRA,2008,Beijing,Judo,Judo Men's Extra-Lightweight,No medal,False
Pierre Duprat,M,France,FRA,2016,Rio de Janeiro,Judo,Judo Men's Lightweight,No medal,False
Christian Dyot,M,France,FRA,1980,Moskva,Judo,Judo Men's Lightweight,No medal,False
Serge Dyot,M,France,FRA,1984,Los Angeles,Judo,Judo Men's Lightweight,No medal,False
Thierry Fabre,M,France,FRA,2012,London,Judo,Judo Men's Half-Heavyweight,No medal,False
Daniel Fernandes,M,France,FRA,2004,Athina,Judo,Judo Men's Lightweight,No medal,False
Christophe Gagliano,M,France,FRA,1996,Atlanta,Judo,Judo Men's Lightweight,Bronze,False
Lionel Grossain,M,France,FRA,1964,Tokyo,Judo,Judo Men's Middleweight,No medal,False
Alexandre Iddir,M,France,FRA,2016,Rio de Janeiro,Judo,Judo Men's Middleweight,No medal,True
Ferrid Kheder,M,France,FRA,2000,Sydney,Judo,Judo Men's Lightweight,No medal,False
Walide Khyar,M,France,FRA,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,No medal,True
David Larose,M,France,FRA,2012,London,Judo,Judo Men's Half-Lightweight,No medal,False
Jacques Berr,M,France,FRA,1964,Tokyo,Judo,Judo Men's Middleweight,No medal,False
Kilian Blouch,M,France,FRA,2016,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,No medal,False
Ugo Legrand,M,France,FRA,2012,London,Judo,Judo Men's Lightweight,Bronze,False
Ghislain Lemaire,M,France,FRA,2004,Athina,Judo,Judo Men's Half-Heavyweight,No medal,False
Gaston Lesturgeon,M,France,FRA,1964,Tokyo,Judo,Judo Men's Lightweight,No medal,False
Cyrille Maret,M,France,FRA,2016,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,Bronze,False
Sofiane Milous,M,France,FRA,2012,London,Judo,Judo Men's Extra-Lightweight,No medal,False
Jean-Jacques Mounier,M,France,FRA,1972,Munich,Judo,Judo Men's Lightweight,Bronze,False
Michel Nowak,M,France,FRA,1984,Los Angeles,Judo,Judo Men's Half-Middleweight,Bronze,False
Angelo Parisi,M,France,FRA,1980,Moskva,Judo,Judo Men's Heavyweight,Gold,True
Angelo Parisi,M,France,FRA,1980,Moskva,Judo,Judo Men's Open Class,Silver,True
Angelo Parisi,M,France,FRA,1984,Los Angeles,Judo,Judo Men's Heavyweight,Silver,True
Loc Pietri,M,France,FRA,2016,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,No medal,False
Philippe Pradayrol,M,France,FRA,1992,Barcelona,Judo,Judo Men's Extra-Lightweight,No medal,False
Thierry Rey,M,France,FRA,1980,Moskva,Judo,Judo Men's Extra-Lightweight,Gold,False
Teddy Riner,M,France,FRA,2008,Beijing,Judo,Judo Men's Heavyweight,Bronze,True
Teddy Riner,M,France,FRA,2012,London,Judo,Judo Men's Heavyweight,Gold,True
