Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Willemien Aardenburg,F,Netherlands,NED,1988,Seoul,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,False,True
Marilyn Agliotti,F,Netherlands,NED,2008,Beijing,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,True
Marilyn Agliotti,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,False
Carina Benninga,F,Netherlands,NED,1984,Los Angeles,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,True
Carina Benninga,F,Netherlands,NED,1988,Seoul,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,True,False
Carina Benninga,F,Netherlands,NED,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,False
Carina Bleeker,F,Netherlands,NED,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Josephine Boekhorst,F,Netherlands,NED,1984,Los Angeles,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,False,True
Maria Bolhuis-eijsvogel,F,Netherlands,NED,1984,Los Angeles,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,True
Maria Bolhuis-eijsvogel,F,Netherlands,NED,1988,Seoul,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,True,False
Minke Booij,F,Netherlands,NED,2000,Sydney,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,True,True
Minke Booij,F,Netherlands,NED,2004,Athina,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,False
Minke Booij,F,Netherlands,NED,2008,Beijing,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,False
Ageeth Boomgaardt,F,Netherlands,NED,2000,Sydney,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,True,True
Ageeth Boomgaardt,F,Netherlands,NED,2004,Athina,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,False
Willemijn Bos,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Yvonne Buter,F,Netherlands,NED,1988,Seoul,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,False,True
Anna Beus,F,Netherlands,NED,1984,Los Angeles,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,True
Anna Beus,F,Netherlands,NED,1988,Seoul,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,True,False
Merel Blaey,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,False,True
Chantal Bruijn,F,Netherlands,NED,2004,Athina,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Eva Goede,F,Netherlands,NED,2008,Beijing,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,True
Eva Goede,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,False
Eva Goede,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,False
Stella Heij,F,Netherlands,NED,1996,Atlanta,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,False,True
Lisanne Roever,F,Netherlands,NED,2004,Athina,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,True
Lisanne Roever,F,Netherlands,NED,2008,Beijing,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,False
Wietske Ruiter,F,Netherlands,NED,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,True
Wietske Ruiter,F,Netherlands,NED,1996,Atlanta,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,True,False
Xan Waard,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Julie Deiters,F,Netherlands,NED,2000,Sydney,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,False,True
Wieke Dijkstra,F,Netherlands,NED,2008,Beijing,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,False,True
Carlien Heuvel,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,True
Carlien Heuvel,F,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,False
Wilhelmina Donners,F,Netherlands,NED,1996,Atlanta,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,True,True
Wilhelmina Donners,F,Netherlands,NED,2000,Sydney,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,True,False
Wilhelmina Donners,F,Netherlands,NED,2004,Athina,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,False
Willemijn Duyster,F,Netherlands,NED,1996,Atlanta,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,False,True
Annemieke (-wilbrenninck),F,Netherlands,NED,1988,Seoul,Hockey,Hockey Women's Hockey,Bronze,Hockey,HOC,True,True
Annemieke (-wilbrenninck),F,Netherlands,NED,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,False
Maartje Goderie,F,Netherlands,NED,2008,Beijing,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,True
Maartje Goderie,F,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold,Hockey,HOC,True,False
