Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Thomas Christiansen,M,Denmark,DEN,1948,London,Diving,Diving Men's Springboard,No medal,Diving,DIV,True,True
Thomas Christiansen,M,Denmark,DEN,1948,London,Diving,Diving Men's Platform,No medal,Diving,DIV,True,True
Thomas Christiansen,M,Denmark,DEN,1952,Helsinki,Diving,Diving Men's Platform,No medal,Diving,DIV,True,False
Jacob Gjerding,M,Denmark,DEN,1952,Helsinki,Diving,Diving Men's Platform,No medal,Diving,DIV,False,True
Carl Jansson,M,Denmark,DEN,1920,Antwerpen,Diving,Diving Men's Plain High,No medal,Diving,DIV,True,True
Carl Jansson,M,Denmark,DEN,1924,Paris,Diving,Diving Men's Plain High,No medal,Diving,DIV,True,False
Paul Khler,M,Denmark,DEN,1920,Antwerpen,Diving,Diving Men's Platform,No medal,Diving,DIV,False,True
Volmer Otzen,M,Denmark,DEN,1924,Paris,Diving,Diving Men's Plain High,No medal,Diving,DIV,False,True
Sven Srensen,M,Denmark,DEN,1920,Antwerpen,Diving,Diving Men's Platform,No medal,Diving,DIV,True,True
Sven Srensen,M,Denmark,DEN,1920,Antwerpen,Diving,Diving Men's Plain High,No medal,Diving,DIV,True,True
Sven Srensen,M,Denmark,DEN,1924,Paris,Diving,Diving Men's Platform,No medal,Diving,DIV,True,False
Sven Srensen,M,Denmark,DEN,1924,Paris,Diving,Diving Men's Plain High,No medal,Diving,DIV,True,False
Sren Svejstrup,M,Denmark,DEN,1964,Tokyo,Diving,Diving Men's Platform,No medal,Diving,DIV,False,True
Claus Thomsen,M,Denmark,DEN,1980,Moskva,Diving,Diving Men's Platform,No medal,Diving,DIV,False,True
