Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Chen Fa,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
Jerome Henderson,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
Ho Siew,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
Ko Chuen,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
Lee Men,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
Ong Guan,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
Wee Siak,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
Wong Poh,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
Yee Kwan,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
Yeo Huat,M,Singapore,SGP,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal,Basketball,BKB,False
