Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Yuki Abe,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Tadahiro Akiba,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Takuma Asano,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Akihiro Endo,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Wataru Endo,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,True,True
Hiroki Fujiharu,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Yoshio Furukawa,M,Japan,JPN,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False,True
Shuichi Gonda,M,Japan,JPN,2012,London,Football,Football Men's Football,No medal,Football,FBL,False,True
Riki Harakawa,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Toshihiro Hattori,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Keigo Higashi,M,Japan,JPN,2012,London,Football,Football Men's Football,No medal,Football,FBL,False,True
Ryuzo Hiraki,M,Japan,JPN,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False,True
Tomoyuki Hirase,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Sota Hirayama,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Yuji Hironaga,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Keisuke Honda,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Takuya Honda,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Tadao Horie,M,Japan,JPN,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False,True
Hajime Hosogai,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Yosuke Ideguchi,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Junichi Inamoto,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Naohiro Ishikawa,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Teruyoshi Ito,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Isao Iwabuchi,M,Japan,JPN,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False,True
Shoji Jo,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Shinji Kagawa,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Yohei Kajiyama,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Kunishige Kamamoto,M,Japan,JPN,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,True,True
Kunishige Kamamoto,M,Japan,JPN,1968,Mexico City,Football,Football Men's Football,Bronze,Football,FBL,True,False
Mitsuo Kamata,M,Japan,JPN,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,True,True
Mitsuo Kamata,M,Japan,JPN,1968,Mexico City,Football,Football Men's Football,Bronze,Football,FBL,True,False
Masashi Kamekawa,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Hisao Kami,M,Japan,JPN,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False,True
Shogo Kamo,M,Japan,JPN,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False,True
Takeshi Kamo,M,Japan,JPN,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False,True
Hiroshi Katayama,M,Japan,JPN,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,True,True
Hiroshi Katayama,M,Japan,JPN,1968,Mexico City,Football,Football Men's Football,Bronze,Football,FBL,True,False
Saburo Kawabuchi,M,Japan,JPN,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False,True
Yoshikatsu Kawaguchi,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Taizo Kawamoto,M,Japan,JPN,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False,True
Naoya Kikuchi,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Kim Yong-sik,M,Japan,JPN,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False,True
Hiroshi Kiyotake,M,Japan,JPN,2012,London,Football,Football Men's Football,No medal,Football,FBL,False,True
Tadao Kobayashi,M,Japan,JPN,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False,True
Yuichi Komano,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Yasuyuki Konno,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Shinzo Koroki,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Masatoshi Kushibiki,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Yasuyuki Kuwahara,M,Japan,JPN,1968,Mexico City,Football,Football Men's Football,Bronze,Football,FBL,False,True
Masakiyo Maezono,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Yoshika Matsubara,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Naoki Matsuda,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,True,True
Naoki Matsuda,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,True,False
Daisuke Matsui,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Ikuo Matsumoto,M,Japan,JPN,1968,Mexico City,Football,Football Men's Football,Bronze,Football,FBL,False,True
Akira Matsunaga,M,Japan,JPN,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False,True
Ryuji Michiki,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Takumi Minamino,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Atsuhiro Miura,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Masakatsu Miyamoto,M,Japan,JPN,1968,Mexico City,Football,Football Men's Football,Bronze,Football,FBL,False,True
Teruki Miyamoto,M,Japan,JPN,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,True,True
Teruki Miyamoto,M,Japan,JPN,1968,Mexico City,Football,Football Men's Football,Bronze,Football,FBL,True,False
Tsuneyasu Miyamoto,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Hiroki Mizumoto,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Teruyuki Moniwa,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Takaji Mori,M,Japan,JPN,1968,Mexico City,Football,Football Men's Football,Bronze,Football,FBL,False,True
Takayuki Morimoto,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Ryuzo Morioka,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Shigeru Morioka,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False,True
Koji Morisaki,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Masato Morishige,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Masashi Motoyama,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Taisuke Muramatsu,M,Japan,JPN,2012,London,Football,Football Men's Football,No medal,Football,FBL,False,True
Sei Muroya,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Tomokazu Myojin,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Kensuke Nagai,M,Japan,JPN,2012,London,Football,Football Men's Football,No medal,Football,FBL,False,True
Yuto Nagatomo,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Shoya Nakajima,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Kosuke Nakamura,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Shunsuke Nakamura,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Hidetoshi Nakata,M,Japan,JPN,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,True,True
Hidetoshi Nakata,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,True,False
Koji Nakata,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Yuji Nakazawa,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Seigo Narazaki,M,Japan,JPN,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Daisuke Nasu,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Shusaku Nishikawa,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Aritatsu Ogi,M,Japan,JPN,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,True,True
Aritatsu Ogi,M,Japan,JPN,1968,Mexico City,Football,Football Men's Football,Bronze,Football,FBL,True,False
Takahiro Ohgihara,M,Japan,JPN,2012,London,Football,Football Men's Football,No medal,Football,FBL,False,True
Koichi Oita,M,Japan,JPN,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False,True
Shinji Okazaki,M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Yoshito Okubo,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Waichiro Omura,M,Japan,JPN,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False,True
Shinji Ono,M,Japan,JPN,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False,True
Ryota Oshima,M,Japan,JPN,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False,True
Yuki Otsu,M,Japan,JPN,2012,London,Football,Football Men's Football,No medal,Football,FBL,False,True
Michihiro Ozawa,M,Japan,JPN,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False,True
Tadanari (lee-),M,Japan,JPN,2008,Beijing,Football,Football Men's Football,No medal,Football,FBL,False,True
Manabu Saito,M,Japan,JPN,2012,London,Football,Football Men's Football,No medal,Football,FBL,False,True
