Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Zambrose Rahman,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,False,True
Ramli Ahmad,M,Malaysia,MAS,1976,Montreal,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,True
Ramli Ahmad,M,Malaysia,MAS,1976,Montreal,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Nauraj Singh,M,Malaysia,MAS,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,False,True
Victor Asirvatham,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True,True
Victor Asirvatham,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True,False
Batulamai Rajakumar,M,Malaysia,MAS,1984,Los Angeles,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,True
Batulamai Rajakumar,M,Malaysia,MAS,1984,Los Angeles,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,True,True
Mohamed Rahman,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Zain-ud-Din Wahab,M,Malaysia,MAS,1972,Munich,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,True
Zain-ud-Din Wahab,M,Malaysia,MAS,1972,Munich,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Mohamed Osman,M,Malaysia,MAS,1972,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Nyak Chong,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's Long Jump,No medal,Athletics,ATH,False,True
John Polos,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,False,True
Bala Ditta,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,True,True
Bala Ditta,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True,True
Rajalingam Gunaratnam,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Rajalingam Gunaratnam,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,True,True
Mazlan Hamzah,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,False,True
Nordin Jadi,M,Malaysia,MAS,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Nordin Jadi,M,Malaysia,MAS,1984,Los Angeles,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True,True
Nordin Jadi,M,Malaysia,MAS,1988,Seoul,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True,False
Manikavasagam Jegathesan,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,True
Manikavasagam Jegathesan,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Manikavasagam Jegathesan,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,True,True
Manikavasagam Jegathesan,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,False
Manikavasagam Jegathesan,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,False
Manikavasagam Jegathesan,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,True,False
Khoo Beng,M,Malaysia,MAS,1976,Montreal,Athletics,Athletics Men's 20 kilometres Walk,No medal,Athletics,ATH,False,True
Tambusamy Krishnan,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,True,True
Tambusamy Krishnan,M,Malaysia,MAS,1972,Munich,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True,False
Tambusamy Krishnan,M,Malaysia,MAS,1972,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True,False
Canagasabai Kunalan,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,False,True
Lee Wei,M,Malaysia,MAS,2008,Beijing,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,True,True
Lee Wei,M,Malaysia,MAS,2012,London,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,True,False
Loo Zee,M,Malaysia,MAS,1996,Atlanta,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,False,True
Nur Majid,M,Malaysia,MAS,1992,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,False,True
Nazmizan Mohamad,M,Malaysia,MAS,2004,Athina,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,False,True
Ishtiaq Ahmad,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,True,True
Ishtiaq Ahmad,M,Malaysia,MAS,1972,Munich,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,True,False
Ishtiaq Ahmad,M,Malaysia,MAS,1976,Montreal,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,True,False
Watson Nyambek,M,Malaysia,MAS,1996,Atlanta,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,True
Watson Nyambek,M,Malaysia,MAS,2000,Sydney,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,False
Ooi Lim,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,False,True
Baba Peyadesa,M,Malaysia,MAS,1972,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Ramasamy Subramaniam,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,True
Ramasamy Subramaniam,M,Malaysia,MAS,1964,Tokyo,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,True,True
Ramasamy Subramaniam,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,False
Ramasamy Subramaniam,M,Malaysia,MAS,1968,Mexico City,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,True,False
Sinnayah Sabapathy,M,Malaysia,MAS,1972,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Karunakarer Selvaratnam,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,True,True
Karunakarer Selvaratnam,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True,True
Dilbagh Kler,M,Malaysia,MAS,1964,Tokyo,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,Athletics,ATH,False,True
Nashatar Sidhu,M,Malaysia,MAS,1964,Tokyo,Athletics,Athletics Men's Javelin Throw,No medal,Athletics,ATH,True,True
Nashatar Sidhu,M,Malaysia,MAS,1968,Mexico City,Athletics,Athletics Men's Javelin Throw,No medal,Athletics,ATH,True,False
Wei Lee,M,Malaysia,MAS,2020,Tokyo,Athletics,Men's High Jump,No medal,Men's,ATH,False,True
Azeem Fahmi,M,Malaysia,MAS,2024,Paris,Athletics,Men's 100m,No medal,Men's,ATH,False,True
