Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Olga Adzhigerskaya,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Irina Borechko,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Yelena Ilyukhina,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Gulzira Iskakova,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Nataliya Kubrina,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Yuliya Markovich,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Kseniya Nikandrova,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Tatyana Parfyonova,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Yelena Partova,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Marina Pikalova,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Olga (yurina-),F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Yekaterina Tyapkova,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Yana Vasilyeva,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Nataliya Yakovleva,F,Kazakhstan,KAZ,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
