Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
An Hui-bong,M,South Korea,KOR,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False
Bae Jae-hyo,M,South Korea,KOR,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False
Bong Jung-keun,M,South Korea,KOR,2008,Beijing,Baseball,Baseball Men's Baseball,Gold,Baseball,BSB,False
Chea Jong-guk,M,South Korea,KOR,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False
Gang Hyeok,M,South Korea,KOR,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False
Gang Min-ho,M,South Korea,KOR,2008,Beijing,Baseball,Baseball Men's Baseball,Gold,Baseball,BSB,False
Gang Pil-seon,M,South Korea,KOR,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False
Go Yeong-min,M,South Korea,KOR,2008,Beijing,Baseball,Baseball Men's Baseball,Gold,Baseball,BSB,False
Gu Dae-seong,M,South Korea,KOR,2000,Sydney,Baseball,Baseball Men's Baseball,Bronze,Baseball,BSB,False
Gwon Hyeok,M,South Korea,KOR,2008,Beijing,Baseball,Baseball Men's Baseball,Gold,Baseball,BSB,False
Han Gi-ju,M,South Korea,KOR,2008,Beijing,Baseball,Baseball Men's Baseball,Gold,Baseball,BSB,False
Hong Seong-heun,M,South Korea,KOR,2000,Sydney,Baseball,Baseball Men's Baseball,Bronze,Baseball,BSB,False
Im Chang-yong,M,South Korea,KOR,2000,Sydney,Baseball,Baseball Men's Baseball,Bronze,Baseball,BSB,False
Im Seon-dong,M,South Korea,KOR,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True
Im Seon-dong,M,South Korea,KOR,2000,Sydney,Baseball,Baseball Men's Baseball,Bronze,Baseball,BSB,True
Jang Seong-ho,M,South Korea,KOR,2000,Sydney,Baseball,Baseball Men's Baseball,Bronze,Baseball,BSB,False
Jang Won-sam,M,South Korea,KOR,2008,Beijing,Baseball,Baseball Men's Baseball,Gold,Baseball,BSB,False
Jeon Seung-nam,M,South Korea,KOR,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False
Jeong Dae-hyeon,M,South Korea,KOR,2000,Sydney,Baseball,Baseball Men's Baseball,Bronze,Baseball,BSB,True
Jeong Dae-hyeon,M,South Korea,KOR,2008,Beijing,Baseball,Baseball Men's Baseball,Gold,Baseball,BSB,True
Jeong Geun-u,M,South Korea,KOR,2008,Beijing,Baseball,Baseball Men's Baseball,Gold,Baseball,BSB,False
Jeong Min-tae,M,South Korea,KOR,2000,Sydney,Baseball,Baseball Men's Baseball,Bronze,Baseball,BSB,False
Jeong Su-geun,M,South Korea,KOR,2000,Sydney,Baseball,Baseball Men's Baseball,Bronze,Baseball,BSB,False
Jin Gab-yong,M,South Korea,KOR,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True
Jin Gab-yong,M,South Korea,KOR,2008,Beijing,Baseball,Baseball Men's Baseball,Gold,Baseball,BSB,True
