Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Hyojin Ban,F,Korea,KOR,2024,Paris,Shooting,10m Air Rifle Women,Gold,10m,SHO,True,True
Hyojin Ban,F,Korea,KOR,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,10m,SHO,True,True
Hana Im,F,Korea,KOR,2024,Paris,Shooting,50m Rifle 3 Positions Women,No medal,50m,SHO,False,True
Kookhee Jang,F,Korea,KOR,2024,Paris,Shooting,Skeet Women,No medal,Skeet,SHO,True,True
Kookhee Jang,F,Korea,KOR,2024,Paris,Shooting,Skeet Mixed Team,No medal,Skeet,SHO,True,True
Geeeun Kang,F,Korea,KOR,2024,Paris,Shooting,Trap Women,No medal,Trap,SHO,False,True
Jihyeon Keum,F,Korea,KOR,2024,Paris,Shooting,10m Air Rifle Women,No medal,10m,SHO,True,True
Jihyeon Keum,F,Korea,KOR,2024,Paris,Shooting,10m Air Rifle Mixed Team,Silver,10m,SHO,True,True
Yeji Kim,F,Korea,KOR,2024,Paris,Shooting,10m Air Pistol Women,Silver,10m,SHO,True,True
Yeji Kim,F,Korea,KOR,2024,Paris,Shooting,25m Pistol Women,No medal,25m,SHO,True,True
Yeji Kim,F,Korea,KOR,2024,Paris,Shooting,10m Air Pistol Mixed Team,No medal,10m,SHO,True,True
Na Lee,F,Korea,KOR,2024,Paris,Shooting,Trap Women,No medal,Trap,SHO,False,True
Eunseo Lee,F,Korea,KOR,2024,Paris,Shooting,50m Rifle 3 Positions Women,No medal,50m,SHO,False,True
Jin Oh,F,Korea,KOR,2024,Paris,Shooting,10m Air Pistol Women,Gold,10m,SHO,True,True
Jin Oh,F,Korea,KOR,2024,Paris,Shooting,10m Air Pistol Mixed Team,No medal,10m,SHO,True,True
Jiin Yang,F,Korea,KOR,2024,Paris,Shooting,25m Pistol Women,Gold,25m,SHO,False,True
