Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Judith Arndt,F,Germany,GER,1996,Atlanta,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze,True
Judith Arndt,F,Germany,GER,1996,Atlanta,Cycling,Cycling Women's Points Race,No medal,True
Judith Arndt,F,Germany,GER,2000,Sydney,Cycling,Cycling Women's Individual Time Trial,No medal,True
Judith Arndt,F,Germany,GER,2000,Sydney,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal,True
Judith Arndt,F,Germany,GER,2000,Sydney,Cycling,Cycling Women's Points Race,No medal,True
Judith Arndt,F,Germany,GER,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",Silver,True
Judith Arndt,F,Germany,GER,2004,Athina,Cycling,Cycling Women's Individual Time Trial,No medal,True
Judith Arndt,F,Germany,GER,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",No medal,True
Judith Arndt,F,Germany,GER,2008,Beijing,Cycling,Cycling Women's Individual Time Trial,No medal,True
Judith Arndt,F,Germany,GER,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,True
Judith Arndt,F,Germany,GER,2012,London,Cycling,Cycling Women's Individual Time Trial,Silver,True
Judith Arndt,F,Germany,GER,2012,London,Cycling,Cycling Women's Team Pursuit,No medal,True
Charlotte Becker,F,Germany,GER,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,True
Charlotte Becker,F,Germany,GER,2012,London,Cycling,Cycling Women's Team Pursuit,No medal,True
Charlotte Becker,F,Germany,GER,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,No medal,True
Lisa Brennauer,F,Germany,GER,2012,London,Cycling,Cycling Women's Team Pursuit,No medal,True
Lisa Brennauer,F,Germany,GER,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,True
Lisa Brennauer,F,Germany,GER,2016,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,No medal,True
Angela (-hennig),F,Germany,GER,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",No medal,False
Kathrin Freitag,F,Germany,GER,2000,Sydney,Cycling,Cycling Women's Sprint,No medal,True
Kathrin Freitag,F,Germany,GER,2000,Sydney,Cycling,Cycling Women's 500 metres Time Trial,No medal,True
Helen Grobert,F,Germany,GER,2016,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,False
Vera Hohlfeld,F,Germany,GER,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal,False
Verena Joo,F,Germany,GER,2008,Beijing,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal,True
Verena Joo,F,Germany,GER,2008,Beijing,Cycling,Cycling Women's Points Race,No medal,True
Romy Kasper,F,Germany,GER,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,False
Anna Knauer,F,Germany,GER,2016,Rio de Janeiro,Cycling,Cycling Women's Omnium,No medal,False
Ivonne Kraft,F,Germany,GER,2004,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,False
Mieke Krger,F,Germany,GER,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,No medal,False
Hanka (-wittig-),F,Germany,GER,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual",Silver,True
Hanka (-wittig-),F,Germany,GER,2000,Sydney,Cycling,Cycling Women's Individual Time Trial,No medal,True
Hanka (-wittig-),F,Germany,GER,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",No medal,True
Hanka (-wittig-),F,Germany,GER,2008,Beijing,Cycling,Cycling Women's Individual Time Trial,No medal,True
Claudia (husler-),F,Germany,GER,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,False
Regina Marunde,F,Germany,GER,1996,Atlanta,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,False
Katrin (-sowa),F,Germany,GER,2004,Athina,Cycling,Cycling Women's Sprint,No medal,True
Katrin (-sowa),F,Germany,GER,2004,Athina,Cycling,Cycling Women's 500 metres Time Trial,No medal,True
Katrin (-sowa),F,Germany,GER,2004,Athina,Cycling,Cycling Women's Points Race,No medal,True
Adelheid Morath,F,Germany,GER,2008,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,True
Adelheid Morath,F,Germany,GER,2012,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,True
Annett Neumann,F,Germany,GER,1992,Barcelona,Cycling,Cycling Women's Sprint,Silver,True
Annett Neumann,F,Germany,GER,1996,Atlanta,Cycling,Cycling Women's Sprint,No medal,True
Judith (-tiemann),F,Germany,GER,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",No medal,False
Viola Paulitz,F,Germany,GER,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",No medal,False
