Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Taha Karim,M,Iraq,IRQ,1960,Roma,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False,True
Ahmed Ahmed,M,Iraq,IRQ,2012,London,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False,True
Waheed Karaawi,M,Iraq,IRQ,2016,Rio de Janeiro,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Sadoon Aboub,M,Iraq,IRQ,1988,Seoul,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False,True
Ahmed Aboud,M,Iraq,IRQ,1992,Barcelona,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False,True
Khalid Al-karkhi,M,Iraq,IRQ,1960,Roma,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,True,True
Khalid Al-karkhi,M,Iraq,IRQ,1964,Tokyo,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,True,False
Najah Salah,M,Iraq,IRQ,2004,Athina,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False,True
Youssef Anwer,M,Iraq,IRQ,1964,Tokyo,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False,True
Salah Beden,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,False,True
Farouk Jawad,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False,True
Furas Hashim,M,Iraq,IRQ,1992,Barcelona,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,False,True
Amir Hussain,M,Iraq,IRQ,1988,Seoul,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Ali Jawad,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False,True
Samir Khenyab,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,True,True
Samir Khenyab,M,Iraq,IRQ,1984,Los Angeles,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,True,False
Farid Makhdi,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False,True
Sadie Mohammed,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False,True
Moustafa Saleh,M,Iraq,IRQ,1988,Seoul,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False,True
Ismail Salman,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,True,True
Ismail Salman,M,Iraq,IRQ,1984,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,True,False
Abbas Zeghayer,M,Iraq,IRQ,1984,Los Angeles,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False,True
