Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Joan (-weedon),F,United Kingdom,GBR,1948,London,Gymnastics,Gymnastics Women's Team All-Around,No medal,Gymnastics,GAR,False
Barbara (-collins),F,United Kingdom,GBR,1972,Munich,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Gymnastics,GAR,True
Barbara (-collins),F,United Kingdom,GBR,1972,Munich,Gymnastics,Gymnastics Women's Team All-Around,No medal,Gymnastics,GAR,True
Barbara (-collins),F,United Kingdom,GBR,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Gymnastics,GAR,True
Barbara (-collins),F,United Kingdom,GBR,1972,Munich,Gymnastics,Gymnastics Women's Horse Vault,No medal,Gymnastics,GAR,True
Barbara (-collins),F,United Kingdom,GBR,1972,Munich,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Gymnastics,GAR,True
Barbara (-collins),F,United Kingdom,GBR,1972,Munich,Gymnastics,Gymnastics Women's Balance Beam,No medal,Gymnastics,GAR,True
Margaret Bell,F,United Kingdom,GBR,1968,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Gymnastics,GAR,True
Margaret Bell,F,United Kingdom,GBR,1968,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Gymnastics,GAR,True
Margaret Bell,F,United Kingdom,GBR,1968,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,No medal,Gymnastics,GAR,True
Margaret Bell,F,United Kingdom,GBR,1968,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Gymnastics,GAR,True
Margaret Bell,F,United Kingdom,GBR,1968,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,No medal,Gymnastics,GAR,True
Doris Blake,F,United Kingdom,GBR,1936,Berlin,Gymnastics,Gymnastics Women's Team All-Around,No medal,Gymnastics,GAR,False
Annie Broadbent,F,United Kingdom,GBR,1928,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Bronze,Gymnastics,GAR,False
Imogen Cairns,F,United Kingdom,GBR,2008,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Gymnastics,GAR,True
Imogen Cairns,F,United Kingdom,GBR,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,No medal,Gymnastics,GAR,True
Imogen Cairns,F,United Kingdom,GBR,2008,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Gymnastics,GAR,True
Imogen Cairns,F,United Kingdom,GBR,2008,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Gymnastics,GAR,True
Imogen Cairns,F,United Kingdom,GBR,2008,Beijing,Gymnastics,Gymnastics Women's Balance Beam,No medal,Gymnastics,GAR,True
