Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Jakub Dudycha,M,Czechia,CZE,2024,Paris,Athletics,Men's 800m,No medal,Men's,ATH,False
Tomas Habarta,M,Czechia,CZE,2024,Paris,Athletics,Men's 3000m Steeplechase,No medal,Men's,ATH,False
Patrik Hajek,M,Czechia,CZE,2024,Paris,Athletics,Men's Hammer Throw,No medal,Men's,ATH,False
Vit Hlavac,M,Czechia,CZE,2024,Paris,Athletics,Marathon Race Walk Relay Mixed,No medal,Marathon,ATH,False
David Holy,M,Czechia,CZE,2024,Paris,Athletics,Men's Pole Vault,No medal,Men's,ATH,False
Radek Juska,M,Czechia,CZE,2024,Paris,Athletics,Men's Long Jump,No medal,Men's,ATH,False
Matej Krsek,M,Czechia,CZE,2024,Paris,Athletics,Men's 400m,No medal,Men's,ATH,False
Eduard Kubelik,M,Czechia,CZE,2024,Paris,Athletics,Men's 200m,No medal,Men's,ATH,False
Ondrej Macik,M,Czechia,CZE,2024,Paris,Athletics,Men's 200m,No medal,Men's,ATH,False
Petr Meindlschmid,M,Czechia,CZE,2024,Paris,Athletics,Men's Long Jump,No medal,Men's,ATH,False
Vit Muller,M,Czechia,CZE,2024,Paris,Athletics,Men's 400m Hurdles,No medal,Men's,ATH,False
Tomas Nemejc,M,Czechia,CZE,2024,Paris,Athletics,Men's 200m,No medal,Men's,ATH,False
Matej Scerba,M,Czechia,CZE,2024,Paris,Athletics,Men's Pole Vault,No medal,Men's,ATH,False
Tomas Stanek,M,Czechia,CZE,2024,Paris,Athletics,Men's Shot Put,No medal,Men's,ATH,False
Jan Stefela,M,Czechia,CZE,2024,Paris,Athletics,Men's High Jump,No medal,Men's,ATH,False
Jakub Vadlejch,M,Czechia,CZE,2024,Paris,Athletics,Men's Javelin Throw,No medal,Men's,ATH,False
Volodymyr Myslyvcuk,M,Czechia,CZE,2024,Paris,Athletics,Men's Hammer Throw,No medal,Men's,ATH,False
