Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Fabio Acevedo,M,Colombia,COL,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal,True
Fabio Acevedo,M,Colombia,COL,1972,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,True
ngel Lpez,M,Colombia,COL,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,False
Carlos Escobar,M,Colombia,COL,2008,Beijing,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal,False
Juan Carvajal,M,Colombia,COL,2008,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,True
Juan Carvajal,M,Colombia,COL,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,True
Juan Carvajal,M,Colombia,COL,2012,London,Cycling,Cycling Men's Omnium,No medal,True
Rogelio E.,M,Colombia,COL,1984,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",No medal,False
Jhon Snchez,M,Colombia,COL,1996,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal,False
Juan Acosta,M,Colombia,COL,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual",No medal,True
Juan Acosta,M,Colombia,COL,1996,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal,True
Edwin Vanegas,M,Colombia,COL,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,False
Pedro Bonilla,M,Colombia,COL,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,False
Jhonnatan Villegas,M,Colombia,COL,2016,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal,False
Santiago Echeverry,M,Colombia,COL,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",No medal,True
Santiago Echeverry,M,Colombia,COL,2004,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal,True
Santiago Echeverry,M,Colombia,COL,2004,Athina,Cycling,Cycling Men's Individual Time Trial,No medal,True
Santiago Echeverry,M,Colombia,COL,2008,Beijing,Cycling,"Cycling Men's Road Race, Individual",No medal,True
Santiago Echeverry,M,Colombia,COL,2008,Beijing,Cycling,Cycling Men's Individual Time Trial,No medal,True
