Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Josef Aniol,M,Germany,GER,1900,Paris,Swimming,Swimming Men's Underwater Swimming,No medal,Swimming,SWM,False,True
Heinz Arendt,M,Germany,GER,1936,Berlin,Swimming,Swimming Men's 400 metres Freestyle,No medal,Swimming,SWM,True,True
Heinz Arendt,M,Germany,GER,1936,Berlin,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal,Swimming,SWM,True,True
Gustav Aurich,M,Germany,GER,1908,London,Swimming,Swimming Men's 100 metres Backstroke,No medal,Swimming,SWM,False,True
Jrgen Bachmann,M,Germany,GER,1960,Roma,Swimming,Swimming Men's 200 metres Butterfly,No medal,Swimming,SWM,False,True
Ernst Bahnmeyer,M,Germany,GER,1906,Athina,Swimming,Swimming Men's One Mile Freestyle,No medal,Swimming,SWM,True,True
Ernst Bahnmeyer,M,Germany,GER,1906,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Silver,Swimming,SWM,True,True
Joachim Balke,M,Germany,GER,1936,Berlin,Swimming,Swimming Men's 200 metres Breaststroke,No medal,Swimming,SWM,False,True
Walter Bathe,M,Germany,GER,1912,Stockholm,Swimming,Swimming Men's 200 metres Breaststroke,Gold,Swimming,SWM,True,True
Walter Bathe,M,Germany,GER,1912,Stockholm,Swimming,Swimming Men's 400 metres Breaststroke,Gold,Swimming,SWM,True,True
Friedel Berges,M,Germany,GER,1928,Amsterdam,Swimming,Swimming Men's 400 metres Freestyle,No medal,Swimming,SWM,True,True
Friedel Berges,M,Germany,GER,1928,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,Swimming,SWM,True,True
Arno Bieberstein,M,Germany,GER,1908,London,Swimming,Swimming Men's 100 metres Backstroke,Gold,Swimming,SWM,False,True
Paul Biedermann,M,Germany,GER,2008,Beijing,Swimming,Swimming Men's 200 metres Freestyle,No medal,Swimming,SWM,True,True
Paul Biedermann,M,Germany,GER,2008,Beijing,Swimming,Swimming Men's 400 metres Freestyle,No medal,Swimming,SWM,True,True
Paul Biedermann,M,Germany,GER,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,Swimming,SWM,True,True
Paul Biedermann,M,Germany,GER,2008,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,Swimming,SWM,True,True
Paul Biedermann,M,Germany,GER,2012,London,Swimming,Swimming Men's 200 metres Freestyle,No medal,Swimming,SWM,True,False
Paul Biedermann,M,Germany,GER,2012,London,Swimming,Swimming Men's 400 metres Freestyle,No medal,Swimming,SWM,True,False
Paul Biedermann,M,Germany,GER,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,Swimming,SWM,True,False
Paul Biedermann,M,Germany,GER,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,No medal,Swimming,SWM,True,False
Paul Biedermann,M,Germany,GER,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,Swimming,SWM,True,False
Walther Binner,M,Germany,GER,1912,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,No medal,Swimming,SWM,False,True
Horst Bleeker,M,Germany,GER,1956,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,No medal,Swimming,SWM,True,True
Horst Bleeker,M,Germany,GER,1956,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,Swimming,SWM,True,True
Walter Brack,M,Germany,GER,1904,St. Louis,Swimming,Swimming Men's 100 Yard Backstroke,Gold,Swimming,SWM,True,True
