Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Borislav Devi,M,Serbia And Montenegro,SCG,1996,Atlanta,Athletics,Athletics Men's Marathon,No medal,Athletics,ATH,False,True
Zoran Urevi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's Triple Jump,No medal,Athletics,ATH,False,True
Predrag Filipovi,M,Serbia And Montenegro,SCG,2004,Athina,Athletics,Athletics Men's 20 kilometres Walk,No medal,Athletics,ATH,False,True
Danial Jahi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's Long Jump,No medal,Athletics,ATH,False,True
Marko Jankovi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Nenad Lonar,M,Serbia And Montenegro,SCG,2004,Athina,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,False,True
Andreja Marinkovi,M,Serbia And Montenegro,SCG,1996,Atlanta,Athletics,Athletics Men's Long Jump,No medal,Athletics,ATH,False,True
Predrag Momirovi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,False,True
Dragan Peri,M,Serbia And Montenegro,SCG,1996,Atlanta,Athletics,Athletics Men's Shot Put,No medal,Athletics,ATH,True,True
Dragan Peri,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's Shot Put,No medal,Athletics,ATH,True,False
Dragan Peri,M,Serbia And Montenegro,SCG,2004,Athina,Athletics,Athletics Men's Shot Put,No medal,Athletics,ATH,True,False
Sinia Pea,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,True,True
Sinia Pea,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True,True
Milan Petakovi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,False,True
Darko Radomirovi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,False,True
Aleksandar Rakovi,M,Serbia And Montenegro,SCG,1996,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,No medal,Athletics,ATH,True,True
Aleksandar Rakovi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 50 kilometres Walk,No medal,Athletics,ATH,True,False
Aleksandar Rakovi,M,Serbia And Montenegro,SCG,2004,Athina,Athletics,Athletics Men's 50 kilometres Walk,No medal,Athletics,ATH,True,False
Milo Aki,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,False,True
Slobodan Spasi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,False,True
Branislav Stojanovi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Dragutin Topi,M,Serbia And Montenegro,SCG,1996,Atlanta,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,True,True
Dragutin Topi,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,True,False
Dragutin Topi,M,Serbia And Montenegro,SCG,2004,Athina,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,True,False
Slavia Vrane,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Stevan Zori,M,Serbia And Montenegro,SCG,1996,Atlanta,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,True,True
Stevan Zori,M,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,True,False
