Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Ferdinand Amadi,M,Central African Republic,CAF,1992,Barcelona,Athletics,Athletics Men's Marathon,No medal,Athletics,ATH,False
Adolphe Ambowod,M,Central African Republic,CAF,1984,Los Angeles,Athletics,Athletics Men's Marathon,No medal,Athletics,ATH,True
Adolphe Ambowod,M,Central African Republic,CAF,1988,Seoul,Athletics,Athletics Men's Marathon,No medal,Athletics,ATH,True
Martial Biguet,M,Central African Republic,CAF,1992,Barcelona,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True
Martial Biguet,M,Central African Republic,CAF,1996,Atlanta,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True
Branger Bosse,M,Central African Republic,CAF,2008,Beijing,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True
Branger Bosse,M,Central African Republic,CAF,2012,London,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True
Jacques-Henri Brunet,M,Central African Republic,CAF,1992,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,False
Mickal Taumhas,M,Central African Republic,CAF,1992,Barcelona,Athletics,Athletics Men's Discus Throw,No medal,Athletics,ATH,True
Mickal Taumhas,M,Central African Republic,CAF,1996,Atlanta,Athletics,Athletics Men's Discus Throw,No medal,Athletics,ATH,True
Mickal Taumhas,M,Central African Republic,CAF,2000,Sydney,Athletics,Athletics Men's Discus Throw,No medal,Athletics,ATH,True
Zacharia Maidjida,M,Central African Republic,CAF,1992,Barcelona,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True
Zacharia Maidjida,M,Central African Republic,CAF,1992,Barcelona,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,True
Gabriel M'boa,M,Central African Republic,CAF,1968,Mexico City,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,False
Francky-Edgard Mbotto,M,Central African Republic,CAF,2016,Rio de Janeiro,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,False
Ernest Ndissipou,M,Central African Republic,CAF,1992,Barcelona,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,True
Ernest Ndissipou,M,Central African Republic,CAF,1996,Atlanta,Athletics,Athletics Men's Marathon,No medal,Athletics,ATH,True
Ernest Ndissipou,M,Central African Republic,CAF,2004,Athina,Athletics,Athletics Men's Marathon,No medal,Athletics,ATH,True
Valentin Ngbogo,M,Central African Republic,CAF,1992,Barcelona,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True
Valentin Ngbogo,M,Central African Republic,CAF,1992,Barcelona,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True
Francky Mbotto,M,Central African Republic,CAF,2020,Tokyo,Athletics,Men's 800m,No medal,Men's,ATH,False
