Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Jiang Jialiang,M,China-2,CHN,1988,Seoul,Table Tennis,Table Tennis Men's Doubles,No medal,Table,TTE,False
Kong Linghui,M,China-2,CHN,1996,Atlanta,Table Tennis,Table Tennis Men's Doubles,Gold,Table,TTE,True
Kong Linghui,M,China-2,CHN,2004,Athina,Table Tennis,Table Tennis Men's Doubles,No medal,Table,TTE,True
Liu Guoliang,M,China-2,CHN,1996,Atlanta,Table Tennis,Table Tennis Men's Doubles,Gold,Table,TTE,False
Ma Wenge,M,China-2,CHN,1992,Barcelona,Table Tennis,Table Tennis Men's Doubles,No medal,Table,TTE,False
Wang Hao,M,China-2,CHN,2004,Athina,Table Tennis,Table Tennis Men's Doubles,No medal,Table,TTE,False
Wang Liqin,M,China-2,CHN,2000,Sydney,Table Tennis,Table Tennis Men's Doubles,Gold,Table,TTE,False
Xu Zengcai,M,China-2,CHN,1988,Seoul,Table Tennis,Table Tennis Men's Doubles,No medal,Table,TTE,False
Yan Sen,M,China-2,CHN,2000,Sydney,Table Tennis,Table Tennis Men's Doubles,Gold,Table,TTE,False
Yu Shentong,M,China-2,CHN,1992,Barcelona,Table Tennis,Table Tennis Men's Doubles,No medal,Table,TTE,False
