Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Chiang Hung,M,Hong Kong,HKG,1992,Barcelona,Rowing,Rowing Men's Double Sculls,No medal,Rowing,ROW,False,True
Chiu Chun,M,Hong Kong,HKG,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,False,True
Chow Wing,M,Hong Kong,HKG,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,False,True
Law Fung,M,Hong Kong,HKG,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,True,True
Law Fung,M,Hong Kong,HKG,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,True,False
Leung Shek,M,Hong Kong,HKG,2012,London,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,False,True
Lo Yan,M,Hong Kong,HKG,2000,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,False,True
Lo Wai,M,Hong Kong,HKG,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,False,True
Lok Hoi,M,Hong Kong,HKG,2012,London,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,False,True
Lui Chi,M,Hong Kong,HKG,1992,Barcelona,Rowing,Rowing Men's Double Sculls,No medal,Rowing,ROW,True,True
Lui Chi,M,Hong Kong,HKG,2000,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,True,False
So Wah,M,Hong Kong,HKG,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,True,True
So Wah,M,Hong Kong,HKG,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,True,False
So Wah,M,Hong Kong,HKG,2012,London,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,True,False
Tang Mang,M,Hong Kong,HKG,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,False,True
Michael Tse,M,Hong Kong,HKG,1996,Atlanta,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,False,True
