Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Bashir Aziz,M,Kuwait,KUW,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Osama Abdullah,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Fawaz Al-ahmad,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Adel Al-anezi,M,Kuwait,KUW,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Meshal Al-anzi,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Abdullah Al-buloshi,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Saleh Al-buraiki,M,Kuwait,KUW,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Faisal Al-daakhil,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Nawaf Al-dhafari,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Youssef Al-dokhi,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Hamad Al-easa,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Salammah Al-enazy,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Thamer Al-enazy,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Mu'ayed Al-haddad,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Ali Al-hadiyah,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Sami Al-hashash,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Saed Al-houti,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Nawaf Al-humaidan,M,Kuwait,KUW,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Jasem Al-huwaidi,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Mohamed Al-kaledi,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Esam Al-kandari,M,Kuwait,KUW,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Hussain Al-khodari,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Sami Al-lanqawi,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Falah Al-majidi,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Khalaf Al-mutairi,M,Kuwait,KUW,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Naser Al-omran,M,Kuwait,KUW,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Naser Al-othman,M,Kuwait,KUW,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Jamal Al-qabendi,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Hamoud Al-shammari,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Hamoud Al-suwayed,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Ahmad Mubarak,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Hamad Al-tayyar,M,Kuwait,KUW,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Mohamed Haji,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Ahmad Hajji,M,Kuwait,KUW,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Ahmad Hasan,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Waleed Mubarak,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
Mahboub Mubarak,M,Kuwait,KUW,1980,Moskva,Football,Football Men's Football,No medal,Football,FBL,False
