Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
William Anderson,M,Union Des Socits Franais De Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
William Attrill,M,Union Des Socits Franais De Sports Athletiques,FRA,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
J. Braid,M,Union Des Socits Franais De Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
W. Browning,M,Union Des Socits Franais De Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
Robert Horne,M,Union Des Socits Franais De Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
Timothe Jordan,M,Union Des Socits Franais De Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
Arthur Macevoy,M,Union Des Socits Franais De Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
Douglas Robinson,M,Union Des Socits Franais De Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
H. Roques,M,Union Des Socits Franais De Sports Athletiques,FRA,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
Alfred Schneidau,M,Union Des Socits Franais De Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
Henry Jr.,M,Union Des Socits Franais De Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
Philip Tomalin,M,Union Des Socits Franais De Sports Athletiques,FRA,1900,Paris,Cricket,Cricket Men's Cricket,Silver,Cricket,CKT,False
