Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Hendrik Brocks,M,Indonesia,INA,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True
Hendrik Brocks,M,Indonesia,INA,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True
Rusli Hamsjin,M,Indonesia,INA,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True
Rusli Hamsjin,M,Indonesia,INA,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True
Theodorus Polhaupessy,M,Indonesia,INA,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True
Theodorus Polhaupessy,M,Indonesia,INA,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True
Sanusi,M,Indonesia,INA,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True
Sanusi,M,Indonesia,INA,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True
Herry Setiawan,M,Indonesia,INA,1992,Barcelona,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,False
Toni Syarifudin,M,Indonesia,INA,2016,Rio de Janeiro,Cycling,Cycling Men's BMX,No medal,Cycling,CTR,False
Tulus Kalimanto,M,Indonesia,INA,1992,Barcelona,Cycling,Cycling Men's Sprint,No medal,Cycling,CTR,False
van Bernard,M,Indonesia,INA,2024,Paris,Cycling Track,Men's Omnium,No medal,Men's,CTR,False
