Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Rosa Prez,F,Mexico,MEX,2004,Athina,Sailing,Sailing Women's Windsurfer,No medal,Sailing,SAL,False
Tania Wolf,F,Mexico,MEX,2000,Sydney,Sailing,Sailing Women's One Person Dinghy,No medal,Sailing,SAL,True
Tania Wolf,F,Mexico,MEX,2004,Athina,Sailing,Sailing Women's One Person Dinghy,No medal,Sailing,SAL,True
Tania Wolf,F,Mexico,MEX,2008,Beijing,Sailing,Sailing Women's One Person Dinghy,No medal,Sailing,SAL,True
Tania Wolf,F,Mexico,MEX,2012,London,Sailing,Sailing Women's One Person Dinghy,No medal,Sailing,SAL,True
Eliane Fierro,F,Mexico,MEX,1988,Seoul,Sailing,Sailing Women's Two Person Dinghy,No medal,Sailing,SAL,False
Tania Fierro,F,Mexico,MEX,1988,Seoul,Sailing,Sailing Women's Two Person Dinghy,No medal,Sailing,SAL,False
Karla Athensburg,F,Mexico,MEX,1992,Barcelona,Sailing,Sailing Women's Two Person Dinghy,No medal,Sailing,SAL,False
Margarita Monsalvo,F,Mexico,MEX,1992,Barcelona,Sailing,Sailing Women's Two Person Dinghy,No medal,Sailing,SAL,False
Demita Lille,F,Mexico,MEX,2008,Beijing,Sailing,Sailing Women's Windsurfer,No medal,Sailing,SAL,True
Demita Lille,F,Mexico,MEX,2016,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,No medal,Sailing,SAL,True
Elena Oetling,F,Mexico,MEX,2020,Tokyo,Sailing,Women's One Person Dinghy - Laser Radial,No medal,Women's,SAL,True
Demita Vega,F,Mexico,MEX,2020,Tokyo,Sailing,Women's Windsurfer - RS:X,No medal,Women's,SAL,False
Elena Oetling,F,Mexico,MEX,2024,Paris,Sailing,Women's Dinghy,No medal,Women's,SAL,True
Mariana Aguilar,F,Mexico,MEX,2024,Paris,Sailing,Women's Windsurfing,No medal,Women's,SAL,False
