Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Carlo Bescap,M,Italy,ITA,1932,Los Angeles,Weightlifting,Weightlifting Men's Featherweight,No medal,Weightlifting,WLF,True
Carlo Bescap,M,Italy,ITA,1936,Berlin,Weightlifting,Weightlifting Men's Featherweight,No medal,Weightlifting,WLF,True
Pietro Bianchi,M,Italy,ITA,1920,Antwerpen,Weightlifting,Weightlifting Men's Middleweight,Silver,Weightlifting,WLF,False
Moreno Boer,M,Italy,ITA,2000,Sydney,Weightlifting,Weightlifting Men's Heavyweight,No medal,Weightlifting,WLF,True
Moreno Boer,M,Italy,ITA,2008,Beijing,Weightlifting,Weightlifting Men's Heavyweight,No medal,Weightlifting,WLF,True
Cesare Bonetti,M,Italy,ITA,1924,Paris,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,False
Andrea Borgnis,M,Italy,ITA,1960,Roma,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal,Weightlifting,WLF,False
Filippo Bottino,M,Italy,ITA,1920,Antwerpen,Weightlifting,Weightlifting Men's Heavyweight,Gold,Weightlifting,WLF,True
Filippo Bottino,M,Italy,ITA,1924,Paris,Weightlifting,Weightlifting Men's Heavyweight,No medal,Weightlifting,WLF,True
Umberto Brizzi,M,Italy,ITA,1936,Berlin,Weightlifting,Weightlifting Men's Featherweight,No medal,Weightlifting,WLF,False
Tullio Camillotti,M,Italy,ITA,1906,Athina,Weightlifting,"Weightlifting Men's Unlimited, One Hand",Silver,Weightlifting,WLF,True
Tullio Camillotti,M,Italy,ITA,1906,Athina,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",No medal,Weightlifting,WLF,True
Alfonso Canti,M,Italy,ITA,1952,Helsinki,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,False
Gioacchino Caracausi,M,Italy,ITA,1968,Mexico City,Weightlifting,Weightlifting Men's Middleweight,No medal,Weightlifting,WLF,False
Giovanni Cocco,M,Italy,ITA,1952,Helsinki,Weightlifting,Weightlifting Men's Featherweight,No medal,Weightlifting,WLF,False
Giuseppe Colantuono,M,Italy,ITA,1948,London,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,False
Giuseppe Conca,M,Italy,ITA,1924,Paris,Weightlifting,Weightlifting Men's Featherweight,No medal,Weightlifting,WLF,True
Giuseppe Conca,M,Italy,ITA,1928,Amsterdam,Weightlifting,Weightlifting Men's Featherweight,No medal,Weightlifting,WLF,True
Gino Corradini,M,Italy,ITA,1968,Mexico City,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,Weightlifting,WLF,False
Luciano Pettinendo,M,Italy,ITA,1956,Melbourne,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
Luciano Pettinendo,M,Italy,ITA,1960,Roma,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
Giorgio Luca,M,Italy,ITA,2008,Beijing,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,False
Vito Dellino,M,Italy,ITA,2008,Beijing,Weightlifting,Weightlifting Men's Bantamweight,No medal,Weightlifting,WLF,False
Salvatore Epicoco,M,Italy,ITA,1924,Paris,Weightlifting,Weightlifting Men's Heavyweight,No medal,Weightlifting,WLF,False
Giuseppe Ficco,M,Italy,ITA,2000,Sydney,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,False
Dante Figoli,M,Italy,ITA,1924,Paris,Weightlifting,Weightlifting Men's Middleweight,No medal,Weightlifting,WLF,False
