Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Jennifer Capriati,F,United States,USA,1992,Barcelona,Tennis,Tennis Women's Singles,Gold,Tennis,TEN,False,True
Jill Craybas,F,United States,USA,2008,Beijing,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Lindsay Davenport,F,United States,USA,1996,Atlanta,Tennis,Tennis Women's Singles,Gold,Tennis,TEN,True,True
Lindsay Davenport,F,United States,USA,2000,Sydney,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,False
Christine -norman),F,United States,USA,1988,Seoul,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Beatriz Fernandez,F,United States,USA,1992,Barcelona,Tennis,Tennis Women's Doubles,Gold,Tennis,TEN,True,True
Beatriz Fernandez,F,United States,USA,1996,Atlanta,Tennis,Tennis Women's Doubles,Gold,Tennis,TEN,True,False
Maria (-godsick),F,United States,USA,1992,Barcelona,Tennis,Tennis Women's Singles,Bronze,Tennis,TEN,True,True
Maria (-godsick),F,United States,USA,1992,Barcelona,Tennis,Tennis Women's Doubles,Gold,Tennis,TEN,True,True
Maria (-godsick),F,United States,USA,1996,Atlanta,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,False
Maria (-godsick),F,United States,USA,1996,Atlanta,Tennis,Tennis Women's Doubles,Gold,Tennis,TEN,True,False
Zina (-jackson),F,United States,USA,1988,Seoul,Tennis,Tennis Women's Singles,Bronze,Tennis,TEN,True,True
Zina (-jackson),F,United States,USA,1988,Seoul,Tennis,Tennis Women's Doubles,Gold,Tennis,TEN,True,True
Zina (-jackson),F,United States,USA,1992,Barcelona,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,False
Eleanor (-lanning),F,United States,USA,1924,Paris,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Marion -maclure),F,United States,USA,1924,Paris,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Georgina (-walton),F,United States,USA,1900,Paris,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,True
Georgina (-walton),F,United States,USA,1900,Paris,Tennis,Tennis Mixed Doubles,No medal,Tennis,TEN,True,True
Marion (-farquhar),F,United States,USA,1900,Paris,Tennis,Tennis Women's Singles,Bronze,Tennis,TEN,False,True
Madison Keys,F,United States,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Varvara Lepchenko,F,United States,USA,2012,London,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Christina Mchale,F,United States,USA,2012,London,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Lisa Raymond,F,United States,USA,2004,Athina,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Chanda Rubin,F,United States,USA,2004,Athina,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Lillian (-hester),F,United States,USA,1924,Paris,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Monica Seles,F,United States,USA,1996,Atlanta,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,True
Monica Seles,F,United States,USA,2000,Sydney,Tennis,Tennis Women's Singles,Bronze,Tennis,TEN,True,False
Pamela -lazenby),F,United States,USA,1988,Seoul,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,True
Pamela -lazenby),F,United States,USA,1988,Seoul,Tennis,Tennis Women's Doubles,Gold,Tennis,TEN,True,True
Sloane Stephens,F,United States,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,False,True
Serena Williams,F,United States,USA,2000,Sydney,Tennis,Tennis Women's Doubles,Gold,Tennis,TEN,True,True
Serena Williams,F,United States,USA,2008,Beijing,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,False
Serena Williams,F,United States,USA,2012,London,Tennis,Tennis Women's Singles,Gold,Tennis,TEN,True,False
Serena Williams,F,United States,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,False
Venus Williams,F,United States,USA,2000,Sydney,Tennis,Tennis Women's Singles,Gold,Tennis,TEN,True,True
Venus Williams,F,United States,USA,2000,Sydney,Tennis,Tennis Women's Doubles,Gold,Tennis,TEN,True,True
Venus Williams,F,United States,USA,2004,Athina,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,False
Venus Williams,F,United States,USA,2008,Beijing,Tennis,Tennis Women's Singles,No medal,Tennis,TEN,True,False
