Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Zamira Amirova,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,True
Zamira Amirova,F,Uzbekistan,UZB,2004,Athina,Athletics,Athletics Women's 400 metres,No medal,True
Nataliya Asanova,F,Uzbekistan,UZB,2012,London,Athletics,Athletics Women's 400 metres Hurdles,No medal,True
Nataliya Asanova,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,No medal,True
Lyudmila (lapshina-),F,Uzbekistan,UZB,1996,Atlanta,Athletics,Athletics Women's 100 metres,No medal,True
Lyudmila (lapshina-),F,Uzbekistan,UZB,1996,Atlanta,Athletics,Athletics Women's 200 metres,No medal,True
Lyudmila (lapshina-),F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,True
Nadiya Dusanova,F,Uzbekistan,UZB,2008,Beijing,Athletics,Athletics Women's High Jump,No medal,True
Nadiya Dusanova,F,Uzbekistan,UZB,2012,London,Athletics,Athletics Women's High Jump,No medal,True
Nadiya Dusanova,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's High Jump,No medal,True
Liliya Dusmetova,F,Uzbekistan,UZB,2004,Athina,Athletics,Athletics Women's Javelin Throw,No medal,False
Sofiya Kabanova,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's Heptathlon,No medal,False
Sitora Khamidova,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",No medal,True
Sitora Khamidova,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,True
Marina Khmelevskaya,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,False
Guzel Khubbiyeva,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,True
Guzel Khubbiyeva,F,Uzbekistan,UZB,2004,Athina,Athletics,Athletics Women's 100 metres,No medal,True
Guzel Khubbiyeva,F,Uzbekistan,UZB,2008,Beijing,Athletics,Athletics Women's 100 metres,No medal,True
Guzel Khubbiyeva,F,Uzbekistan,UZB,2008,Beijing,Athletics,Athletics Women's 200 metres,No medal,True
Guzel Khubbiyeva,F,Uzbekistan,UZB,2012,London,Athletics,Athletics Women's 100 metres,No medal,True
Valentina Kibalnikova,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,No medal,False
Nataliya Kobina,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,False
Aleksandra Kotlyarova,F,Uzbekistan,UZB,2012,London,Athletics,Athletics Women's Triple Jump,No medal,False
Yelena Kvyatkovskaya,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,False
Svetlana (ruban-),F,Uzbekistan,UZB,1996,Atlanta,Athletics,Athletics Women's High Jump,No medal,False
Lyubov Perepelova,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 100 metres,No medal,True
Lyubov Perepelova,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 200 metres,No medal,True
Lyubov Perepelova,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,True
Lyubov Perepelova,F,Uzbekistan,UZB,2004,Athina,Athletics,Athletics Women's 100 metres,No medal,True
Lyubov Perepelova,F,Uzbekistan,UZB,2004,Athina,Athletics,Athletics Women's 200 metres,No medal,True
Yelena Piskunova,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 400 metres,No medal,True
Yelena Piskunova,F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,True
Svetlana Radzivil,F,Uzbekistan,UZB,2008,Beijing,Athletics,Athletics Women's High Jump,No medal,True
Svetlana Radzivil,F,Uzbekistan,UZB,2012,London,Athletics,Athletics Women's High Jump,No medal,True
Svetlana Radzivil,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's High Jump,No medal,True
Nataliya (dorogina-),F,Uzbekistan,UZB,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,False
Nigina Sharipova,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal,True
Nigina Sharipova,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,No medal,True
Olga Shchukina,F,Uzbekistan,UZB,2004,Athina,Athletics,Athletics Women's Shot Put,No medal,False
Yelena Smolyanova,F,Uzbekistan,UZB,2012,London,Athletics,Athletics Women's Shot Put,No medal,False
Anastasiya Svechnikova,F,Uzbekistan,UZB,2008,Beijing,Athletics,Athletics Women's Javelin Throw,No medal,True
Anastasiya Svechnikova,F,Uzbekistan,UZB,2012,London,Athletics,Athletics Women's Javelin Throw,No medal,True
Yuliya Tarasova,F,Uzbekistan,UZB,2008,Beijing,Athletics,Athletics Women's Heptathlon,No medal,True
Yuliya Tarasova,F,Uzbekistan,UZB,2012,London,Athletics,Athletics Women's Long Jump,No medal,True
Yuliya Tarasova,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump,No medal,True
Yekaterina Tunguskova,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",No medal,False
Yekaterina Voronina,F,Uzbekistan,UZB,2016,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,No medal,False
Anastasiya (kirbyateva-),F,Uzbekistan,UZB,2004,Athina,Athletics,Athletics Women's Long Jump,No medal,True
Anastasiya (kirbyateva-),F,Uzbekistan,UZB,2004,Athina,Athletics,Athletics Women's Triple Jump,No medal,True
Anastasiya (kirbyateva-),F,Uzbekistan,UZB,2008,Beijing,Athletics,Athletics Women's Triple Jump,No medal,True
Anastasiya (kirbyateva-),F,Uzbekistan,UZB,2012,London,Athletics,Athletics Women's Triple Jump,No medal,True
Roksana Khudoyarova,F,Uzbekistan,UZB,2020,Tokyo,Athletics,Women's Triple Jump,No medal,False
Svetlana Radzivil,F,Uzbekistan,UZB,2020,Tokyo,Athletics,Women's High Jump,No medal,True
Darya Reznichenko,F,Uzbekistan,UZB,2020,Tokyo,Athletics,Women's Long Jump,No medal,False
Safina Sadullayeva,F,Uzbekistan,UZB,2020,Tokyo,Athletics,Women's High Jump,No medal,True
Ekaterina Voronina,F,Uzbekistan,UZB,2020,Tokyo,Athletics,Women's Heptathlon,No medal,False
Safina Sadullayeva,F,Uzbekistan,UZB,2024,Paris,Athletics,Women's High Jump,No medal,True
Sharifa Davronova,F,Uzbekistan,UZB,2024,Paris,Athletics,Women's Triple Jump,No medal,False
