Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Mobolaji Akiode,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Joanne Aluka,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Mactabene Amachree,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Nguveren Iyorhe,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Aisha Mohamed,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Ojoshogu Negedu,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Linda Ogugua,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Ugochukwu Oha,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Taiwo Rafiu,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Rashidat Sadiq,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
M'fon Udoka,F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Itoro (-coleman),F,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,No medal,False
Promise Amukamara,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,True
Elizabeth Balogun,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,True
Oderah Chidom,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,False
Adaora Elonu,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,False
Ify Ibekwe,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,False
Ezinne Kalu,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,True
Pallas Kunaiyi-akpanah,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,True
Victoria Macaulay,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,False
Aisha Mohammed,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,False
Atonye Nyingifa,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,False
Erica Ogwumike,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,False
Amy Okonkwo,F,Nigeria,NGR,2020,Tokyo,Basketball,Women Team,No medal,True
Promise Amukamara,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,True
Elizabeth Balogun,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,True
Blessing Ejiofor,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,False
Nicole Enabosi,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,False
Adebola Adeyeye,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,False
Lauren Ebo,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,False
Pallas Kunaiyi-akpanah,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,True
Murjanatu Musa,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,False
Amy Okonkwo,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,True
Ifunanya Okoro,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,False
Tomi Taiwo,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,False
Ezinne Kalu,F,Nigeria,NGR,2024,Paris,Basketball,Women,No medal,True
