Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Hubert Ausbck,M,Germany,GER,1928,Amsterdam,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Otto Babiasch,M,Germany,GER,1964,Tokyo,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Waldemar Basel,M,Germany,GER,1952,Helsinki,Boxing,Boxing Men's Flyweight,Silver,Boxing,BOX,True,True
Waldemar Basel,M,Germany,GER,1956,Melbourne,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,True,False
Adolf Baumgarten,M,Germany,GER,1936,Berlin,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Wolfgang Behrendt,M,Germany,GER,1956,Melbourne,Boxing,Boxing Men's Bantamweight,Gold,Boxing,BOX,False,True
Dieter Berg,M,Germany,GER,1992,Barcelona,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False,True
Johannes Berger,M,Germany,GER,1932,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,False,True
Hans Bernlhr,M,Germany,GER,1932,Los Angeles,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Markus Beyer,M,Germany,GER,1992,Barcelona,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,True,True
Markus Beyer,M,Germany,GER,1996,Atlanta,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,True,False
Konstantin Buga,M,Germany,GER,2008,Beijing,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Werner Busse,M,Germany,GER,1960,Roma,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False,True
Erich Campe,M,Germany,GER,1932,Los Angeles,Boxing,Boxing Men's Welterweight,Silver,Boxing,BOX,False,True
Rolf Caroli,M,Germany,GER,1960,Roma,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,False,True
Adnan Ati,M,Germany,GER,2000,Sydney,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,False,True
Jack Keth,M,Germany,GER,2008,Beijing,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False,True
Franz Dbbers,M,Germany,GER,1928,Amsterdam,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False,True
Wilhelm Fischer,M,Germany,GER,1992,Barcelona,Boxing,Boxing Men's Super-Heavyweight,No medal,Boxing,BOX,False,True
Edgar Gorgas,M,Germany,GER,1952,Helsinki,Boxing,Boxing Men's Heavyweight,No medal,Boxing,BOX,False,True
David Graf,M,Germany,GER,2016,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,No medal,Boxing,BOX,False,True
Wilhelm Gratschow,M,Germany,GER,2008,Beijing,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False,True
Bruno Guse,M,Germany,GER,1960,Roma,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,True,True
Bruno Guse,M,Germany,GER,1964,Tokyo,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,True,False
Stefan Hrtel,M,Germany,GER,2012,London,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Artem Harutyunyan,M,Germany,GER,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Bronze,Boxing,BOX,False,True
Gnther Heidemann,M,Germany,GER,1952,Helsinki,Boxing,Boxing Men's Welterweight,Bronze,Boxing,BOX,False,True
Paul Hogh,M,Germany,GER,1964,Tokyo,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,False,True
Manfred Homberg,M,Germany,GER,1960,Roma,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Hans Huber,M,Germany,GER,1964,Tokyo,Boxing,Boxing Men's Heavyweight,Silver,Boxing,BOX,False,True
Falk Huste,M,Germany,GER,1996,Atlanta,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,True,True
Falk Huste,M,Germany,GER,2000,Sydney,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,True,False
Kay Huste,M,Germany,GER,2000,Sydney,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False,True
Wilhelm Kaiser,M,Germany,GER,1936,Berlin,Boxing,Boxing Men's Flyweight,Gold,Boxing,BOX,False,True
Franz Kartz,M,Germany,GER,1932,Los Angeles,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False,True
Ulrich Kienast,M,Germany,GER,1956,Melbourne,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,False,True
Werner Kirsch,M,Germany,GER,1960,Roma,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False,True
Karl Kistner,M,Germany,GER,1952,Helsinki,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,False,True
Elmer Kloos,M,Germany,GER,1928,Amsterdam,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False,True
Sebastian Kber,M,Germany,GER,2000,Sydney,Boxing,Boxing Men's Heavyweight,Bronze,Boxing,BOX,True,True
Sebastian Kber,M,Germany,GER,2004,Athina,Boxing,Boxing Men's Super-Heavyweight,No medal,Boxing,BOX,True,False
Cengiz Ko,M,Germany,GER,2000,Sydney,Boxing,Boxing Men's Super-Heavyweight,No medal,Boxing,BOX,False,True
Heinrich Kohlhaas,M,Germany,GER,1932,Los Angeles,Boxing,Boxing Men's Heavyweight,No medal,Boxing,BOX,False,True
Enrico Klling,M,Germany,GER,2012,London,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,False,True
Luan Krasniqi,M,Germany,GER,1996,Atlanta,Boxing,Boxing Men's Heavyweight,Bronze,Boxing,BOX,False,True
Steven Kchler,M,Germany,GER,2000,Sydney,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False,True
Harry Kurschat,M,Germany,GER,1956,Melbourne,Boxing,Boxing Men's Lightweight,Silver,Boxing,BOX,False,True
Albert Leidmann,M,Germany,GER,1928,Amsterdam,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Harry Lempio,M,Germany,GER,1960,Roma,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False,True
Mario Loch,M,Germany,GER,1992,Barcelona,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Zoltan Lunka,M,Germany,GER,1996,Atlanta,Boxing,Boxing Men's Flyweight,Bronze,Boxing,BOX,False,True
Arajik Marutjan,M,Germany,GER,2016,Rio de Janeiro,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False,True
Torsten May,M,Germany,GER,1992,Barcelona,Boxing,Boxing Men's Light-Heavyweight,Gold,Boxing,BOX,False,True
Serge Michel,M,Germany,GER,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,False,True
Josef Miner,M,Germany,GER,1936,Berlin,Boxing,Boxing Men's Featherweight,Bronze,Boxing,BOX,False,True
