Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Pierre Alibert,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",No medal,Rowing,ROW,False
Pierre Matorra,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Jean Arn,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Jean Campot,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Franois Elichagaray,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",No medal,Rowing,ROW,True
Franois Elichagaray,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,True
Franois Elichagaray,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,True
Jean Elichagaray,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Charles Garnier,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,False
Louis Lafite,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Joseph Lejeune,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
tienne Lesbats,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Alphonse Meignant,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,False
Andr Mirambeau,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",No medal,Rowing,ROW,False
Gabriel Poix,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,False
Auguste Richard,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,False
Ren Saintongey,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",No medal,Rowing,ROW,False
Dominique Laurent,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Louis Thomaturg,M,Socit Nautique De Bayonne,FRA,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",No medal,Rowing,ROW,False
