Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Yilin Fan,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Uneven Bars,No medal,False
Chenchen Guan,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Balance Beam,Gold,False
Yufei Lu,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's All-Around,No medal,True
Yufei Lu,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Vault,No medal,True
Yufei Lu,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Uneven Bars,No medal,True
Yufei Lu,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Balance Beam,No medal,True
Yufei Lu,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Floor Exercise,No medal,True
Yufei Lu,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Team,No medal,True
Yushan Ou,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's All-Around,No medal,True
Yushan Ou,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Vault,No medal,True
Yushan Ou,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Uneven Bars,No medal,True
Yushan Ou,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Balance Beam,No medal,True
Yushan Ou,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Floor Exercise,No medal,True
Yushan Ou,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Team,No medal,True
Xijing Tang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's All-Around,No medal,True
Xijing Tang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Vault,No medal,True
Xijing Tang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Uneven Bars,No medal,True
Xijing Tang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Balance Beam,Silver,True
Xijing Tang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Floor Exercise,No medal,True
Xijing Tang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Team,No medal,True
Jin Zhang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's All-Around,No medal,True
Jin Zhang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Vault,No medal,True
Jin Zhang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Uneven Bars,No medal,True
Jin Zhang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Balance Beam,No medal,True
Jin Zhang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Floor Exercise,No medal,True
Jin Zhang,F,China,CHN,2020,Tokyo,Artistic Gymnastics,Women's Team,No medal,True
Huan Luo,F,China,CHN,2024,Paris,Artistic Gymnastics,Women,No medal,True
Huan Luo,F,China,CHN,2024,Paris,Artistic Gymnastics,Women's Balance Beam,No medal,True
Huan Luo,F,China,CHN,2024,Paris,Artistic Gymnastics,Women's Floor Exercise,No medal,True
Huan Luo,F,China,CHN,2024,Paris,Artistic Gymnastics,Women's Uneven Bars,No medal,True
