Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
David Adams,M,South Africa,RSA,2000,Sydney,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,False,True
Kevin Anderson,M,South Africa,RSA,2008,Beijing,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True,True
Kevin Anderson,M,South Africa,RSA,2008,Beijing,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True,True
Jeff Coetzee,M,South Africa,RSA,2008,Beijing,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,False,True
John Condon,M,South Africa,RSA,1924,Paris,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True,True
John Condon,M,South Africa,RSA,1924,Paris,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True,True
John-Laffnie Jager,M,South Africa,RSA,2000,Sydney,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,False,True
George Dodd,M,South Africa,RSA,1920,Antwerpen,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False,True
Ellis Ferreira,M,South Africa,RSA,1996,Atlanta,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,False,True
Wayne Ferreira,M,South Africa,RSA,1992,Barcelona,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True,True
Wayne Ferreira,M,South Africa,RSA,1992,Barcelona,Tennis,Tennis Men's Doubles,Silver,Tennis,TEN,True,True
Wayne Ferreira,M,South Africa,RSA,1996,Atlanta,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True,False
Wayne Ferreira,M,South Africa,RSA,1996,Atlanta,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True,False
Wayne Ferreira,M,South Africa,RSA,2000,Sydney,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True,False
Victor Gauntlett,M,South Africa,RSA,1908,London,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True,True
Victor Gauntlett,M,South Africa,RSA,1908,London,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True,True
Harold Kitson,M,South Africa,RSA,1908,London,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True,True
Harold Kitson,M,South Africa,RSA,1908,London,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True,True
Harold Kitson,M,South Africa,RSA,1912,Stockholm,Tennis,Tennis Men's Singles,Silver,Tennis,TEN,True,False
Harold Kitson,M,South Africa,RSA,1912,Stockholm,Tennis,Tennis Men's Doubles,Gold,Tennis,TEN,True,False
Brian Norton,M,South Africa,RSA,1920,Antwerpen,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False,True
Piet Norval,M,South Africa,RSA,1992,Barcelona,Tennis,Tennis Men's Doubles,Silver,Tennis,TEN,False,True
Marcos Ondruska,M,South Africa,RSA,1996,Atlanta,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False,True
Louis Raymond,M,South Africa,RSA,1920,Antwerpen,Tennis,Tennis Men's Singles,Gold,Tennis,TEN,True,True
Louis Raymond,M,South Africa,RSA,1924,Paris,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True,False
Ivie Richardson,M,South Africa,RSA,1924,Paris,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True,True
Ivie Richardson,M,South Africa,RSA,1924,Paris,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True,True
John Richardson,M,South Africa,RSA,1908,London,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False,True
Patrick Spence,M,South Africa,RSA,1924,Paris,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False,True
Lionel Tapscott,M,South Africa,RSA,1912,Stockholm,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False,True
Christo Rensburg,M,South Africa,RSA,1992,Barcelona,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False,True
Charles Winslow,M,South Africa,RSA,1912,Stockholm,Tennis,Tennis Men's Singles,Gold,Tennis,TEN,True,True
Charles Winslow,M,South Africa,RSA,1912,Stockholm,Tennis,Tennis Men's Doubles,Gold,Tennis,TEN,True,True
Charles Winslow,M,South Africa,RSA,1920,Antwerpen,Tennis,Tennis Men's Singles,Bronze,Tennis,TEN,True,False
