Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Oleksiy Borysov,M,Ukraine,UKR,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,No medal,Sailing,SAL,False,True
Yevhen Braslavets,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Men's Two Person Dinghy,Gold,Sailing,SAL,True,True
Yevhen Braslavets,M,Ukraine,UKR,2000,Sydney,Sailing,Sailing Men's Two Person Dinghy,No medal,Sailing,SAL,True,False
Yevhen Braslavets,M,Ukraine,UKR,2004,Athina,Sailing,Sailing Men's Two Person Dinghy,No medal,Sailing,SAL,True,False
Yevhen Chelombitko,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Mixed Multihull,No medal,Sailing,SAL,False,True
Pavlo Kalynchev,M,Ukraine,UKR,2008,Beijing,Sailing,Sailing Mixed Multihull,No medal,Sailing,SAL,False,True
Serhiy Khaindrava,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,False,True
Volodymyr Korotkov,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,True,True
Volodymyr Korotkov,M,Ukraine,UKR,2000,Sydney,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,True,False
Valeriy Kudriashov,M,Ukraine,UKR,2012,London,Sailing,Sailing Men's One Person Dinghy,No medal,Sailing,SAL,False,True
Heorhiy Leonchuk,M,Ukraine,UKR,2000,Sydney,Sailing,Sailing Mixed Skiff,No medal,Sailing,SAL,True,True
Heorhiy Leonchuk,M,Ukraine,UKR,2004,Athina,Sailing,Sailing Mixed Skiff,Silver,Sailing,SAL,True,False
Heorhiy Leonchuk,M,Ukraine,UKR,2008,Beijing,Sailing,Sailing Mixed Skiff,No medal,Sailing,SAL,True,False
Rodion Luka,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Mixed One Person Dinghy,No medal,Sailing,SAL,True,True
Rodion Luka,M,Ukraine,UKR,2000,Sydney,Sailing,Sailing Mixed Skiff,No medal,Sailing,SAL,True,False
Rodion Luka,M,Ukraine,UKR,2004,Athina,Sailing,Sailing Mixed Skiff,Silver,Sailing,SAL,True,False
Rodion Luka,M,Ukraine,UKR,2008,Beijing,Sailing,Sailing Mixed Skiff,No medal,Sailing,SAL,True,False
Pavlo Matsuiev,M,Ukraine,UKR,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal,Sailing,SAL,False,True
Ihor Matviyenko,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Men's Two Person Dinghy,Gold,Sailing,SAL,True,True
Ihor Matviyenko,M,Ukraine,UKR,2000,Sydney,Sailing,Sailing Men's Two Person Dinghy,No medal,Sailing,SAL,True,False
Ihor Matviyenko,M,Ukraine,UKR,2004,Athina,Sailing,Sailing Men's Two Person Dinghy,No medal,Sailing,SAL,True,False
Maksim Oberemko,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,True
Maksim Oberemko,M,Ukraine,UKR,2000,Sydney,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,False
Maksim Oberemko,M,Ukraine,UKR,2004,Athina,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,False
Maksim Oberemko,M,Ukraine,UKR,2008,Beijing,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,False
Maksim Oberemko,M,Ukraine,UKR,2012,London,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,False
Yuriy Orlov,M,Ukraine,UKR,2004,Athina,Sailing,Sailing Mixed One Person Dinghy,No medal,Sailing,SAL,False,True
Serhiy Pichuhin,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,True,True
Serhiy Pichuhin,M,Ukraine,UKR,2000,Sydney,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,True,False
Serhiy Priymak,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Mixed Multihull,No medal,Sailing,SAL,False,True
Andriy Shafraniuk,M,Ukraine,UKR,2008,Beijing,Sailing,Sailing Mixed Multihull,No medal,Sailing,SAL,False,True
Borys Shvets,M,Ukraine,UKR,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal,Sailing,SAL,False,True
Serhiy Timokhov,M,Ukraine,UKR,2000,Sydney,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,False,True
Yuriy Tokovy,M,Ukraine,UKR,1996,Atlanta,Sailing,Sailing Men's One Person Dinghy,No medal,Sailing,SAL,False,True
Oleksandr Tuhariev,M,Ukraine,UKR,2016,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,False,True
