Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Madjid Khamesh,M,Iran,IRI,2000,Sydney,Taekwondo,Taekwondo Men's Welterweight,No medal,False
Farzan Fllah,M,Iran,IRI,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,No medal,False
Mohammad Motamed,M,Iran,IRI,2012,London,Taekwondo,Taekwondo Men's Featherweight,Silver,False
Yousef Karami,M,Iran,IRI,2004,Athina,Taekwondo,Taekwondo Men's Welterweight,Bronze,True
Yousef Karami,M,Iran,IRI,2012,London,Taekwondo,Taekwondo Men's Welterweight,No medal,True
Mahdi Khodabakhshi,M,Iran,IRI,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,No medal,False
Sajjad Mardani,M,Iran,IRI,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,No medal,False
Reza Naderian,M,Iran,IRI,2008,Beijing,Taekwondo,Taekwondo Men's Flyweight,No medal,False
Hadi Bonehkohal,M,Iran,IRI,2000,Sydney,Taekwondo,Taekwondo Men's Featherweight,Bronze,True
Hadi Bonehkohal,M,Iran,IRI,2004,Athina,Taekwondo,Taekwondo Men's Featherweight,Gold,True
Hadi Bonehkohal,M,Iran,IRI,2008,Beijing,Taekwondo,Taekwondo Men's Welterweight,Gold,True
Armin Hadipour,M,Iran,IRI,2020,Tokyo,Taekwondo,Men -58kg,No medal,False
Mirhashem Hosseini,M,Iran,IRI,2020,Tokyo,Taekwondo,Men -68kg,No medal,False
