Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Taismary (-botteghi),F,Cuba,CUB,2000,Sydney,Volleyball,Volleyball Women's Volleyball,Gold,False
Maura Alfonso,F,Cuba,CUB,1980,Moskva,Volleyball,Volleyball Women's Volleyball,No medal,False
Nelly Wilson,F,Cuba,CUB,1972,Munich,Volleyball,Volleyball Women's Volleyball,No medal,True
Nelly Wilson,F,Cuba,CUB,1976,Montreal,Volleyball,Volleyball Women's Volleyball,No medal,True
Nelly Wilson,F,Cuba,CUB,1980,Moskva,Volleyball,Volleyball Women's Volleyball,No medal,True
Zoila Fernndez,F,Cuba,CUB,2004,Athina,Volleyball,Volleyball Women's Volleyball,Bronze,True
Zoila Fernndez,F,Cuba,CUB,2008,Beijing,Volleyball,Volleyball Women's Volleyball,No medal,True
Regla Mckenzie,F,Cuba,CUB,1992,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold,True
Regla Mckenzie,F,Cuba,CUB,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold,True
Regla Mckenzie,F,Cuba,CUB,2000,Sydney,Volleyball,Volleyball Women's Volleyball,Gold,True
Evelina Donner,F,Cuba,CUB,1972,Munich,Volleyball,Volleyball Women's Volleyball,No medal,True
Evelina Donner,F,Cuba,CUB,1976,Montreal,Volleyball,Volleyball Women's Volleyball,No medal,True
Mercedes Martnez,F,Cuba,CUB,1992,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold,False
Rosir Daz,F,Cuba,CUB,2004,Athina,Volleyball,Volleyball Women's Volleyball,Bronze,True
Rosir Daz,F,Cuba,CUB,2008,Beijing,Volleyball,Volleyball Women's Volleyball,No medal,True
Josefina Capote,F,Cuba,CUB,1980,Moskva,Volleyball,Volleyball Women's Volleyball,No medal,False
Kenia Opn,F,Cuba,CUB,2008,Beijing,Volleyball,Volleyball Women's Volleyball,No medal,False
Nancy Paz,F,Cuba,CUB,2004,Athina,Volleyball,Volleyball Women's Volleyball,Bronze,True
Nancy Paz,F,Cuba,CUB,2008,Beijing,Volleyball,Volleyball Women's Volleyball,No medal,True
Magalys Rivera,F,Cuba,CUB,1992,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold,True
Magalys Rivera,F,Cuba,CUB,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold,True
Marlenis Blanco,F,Cuba,CUB,1992,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold,True
Marlenis Blanco,F,Cuba,CUB,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold,True
Marlenis Blanco,F,Cuba,CUB,2000,Sydney,Volleyball,Volleyball Women's Volleyball,Gold,True
Ana Martnez,F,Cuba,CUB,1972,Munich,Volleyball,Volleyball Women's Volleyball,No medal,True
Ana Martnez,F,Cuba,CUB,1976,Montreal,Volleyball,Volleyball Women's Volleyball,No medal,True
Ana Martnez,F,Cuba,CUB,1980,Moskva,Volleyball,Volleyball Women's Volleyball,No medal,True
Erenia Snchez,F,Cuba,CUB,1980,Moskva,Volleyball,Volleyball Women's Volleyball,No medal,False
Ana Valle,F,Cuba,CUB,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold,True
Ana Valle,F,Cuba,CUB,2000,Sydney,Volleyball,Volleyball Women's Volleyball,Gold,True
Ana Valle,F,Cuba,CUB,2004,Athina,Volleyball,Volleyball Women's Volleyball,Bronze,True
Mirka Vasconcelos,F,Cuba,CUB,2000,Sydney,Volleyball,Volleyball Women's Volleyball,Gold,False
