Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Suzana Iri,F,Serbia And Montenegro,SCG,1996,Atlanta,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,False
Vukosava Api,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 100 metres,No medal,Athletics,ATH,True
Vukosava Api,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,True
Vukosava Api,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,Athletics,ATH,True
Olivera Jevti,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,"Athletics Women's 5,000 metres",No medal,Athletics,ATH,True
Olivera Jevti,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,"Athletics Women's 10,000 metres",No medal,Athletics,ATH,True
Olivera Jevti,F,Serbia And Montenegro,SCG,2004,Athina,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True
Tatjana Lojanica,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,Athletics,ATH,False
Marija Martinovi-estak,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's Triple Jump,No medal,Athletics,ATH,False
Biljana Mitrovi-topi,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,False
Elvira Pani,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,False
Mila Savi,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 200 metres,No medal,Athletics,ATH,True
Mila Savi,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,True
Mila Savi,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,Athletics,ATH,True
Jelena Stanisavljevi,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,Athletics,ATH,False
Sonja Stoli,F,Serbia And Montenegro,SCG,2000,Sydney,Athletics,"Athletics Women's 5,000 metres",No medal,Athletics,ATH,False
Dragana Tomaevi,F,Serbia And Montenegro,SCG,2004,Athina,Athletics,Athletics Women's Discus Throw,No medal,Athletics,ATH,False
Marina (filipovi-),F,Serbia And Montenegro,SCG,1996,Atlanta,Athletics,Athletics Women's 200 metres,No medal,Athletics,ATH,True
Marina (filipovi-),F,Serbia And Montenegro,SCG,1996,Atlanta,Athletics,Athletics Women's 400 metres,No medal,Athletics,ATH,True
