Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Saraswati Bhattarai,F,Nepal,NEP,2016,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",No medal,False
Kanchi Koju,F,Nepal,NEP,2004,Athina,Athletics,"Athletics Women's 1,500 metres",No medal,False
Raj Pandey,F,Nepal,NEP,1988,Seoul,Athletics,Athletics Women's Marathon,No medal,False
Devi (-pandey),F,Nepal,NEP,2000,Sydney,Athletics,Athletics Women's 100 metres,No medal,False
Bimala Ranamagar,F,Nepal,NEP,1996,Atlanta,Athletics,Athletics Women's Marathon,No medal,False
Menuka Rawat,F,Nepal,NEP,1988,Seoul,Athletics,Athletics Women's Marathon,No medal,False
Pramila Rijal,F,Nepal,NEP,2012,London,Athletics,Athletics Women's 100 metres,No medal,False
Chandra Thapa,F,Nepal,NEP,2008,Beijing,Athletics,Athletics Women's 100 metres,No medal,False
Sarswati Chaudhary,F,Nepal,NEP,2020,Tokyo,Athletics,Women's 100m,No medal,False
Shantoshi Shrestha,F,Nepal,NEP,2024,Paris,Athletics,Women's Marathon,No medal,False
