Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
fqan Bayramov,M,Azerbaijan,AZE,2008,Beijing,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
fqan Bayramov,M,Azerbaijan,AZE,2012,London,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
Tofiq Heydrov,M,Azerbaijan,AZE,1996,Atlanta,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,Weightlifting,WLF,False
Srdar Hsnov,M,Azerbaijan,AZE,2008,Beijing,Weightlifting,Weightlifting Men's Featherweight,No medal,Weightlifting,WLF,True
Srdar Hsnov,M,Azerbaijan,AZE,2012,London,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
Turan Mirzyev,M,Azerbaijan,AZE,2000,Sydney,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
Turan Mirzyev,M,Azerbaijan,AZE,2004,Athina,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
Turan Mirzyev,M,Azerbaijan,AZE,2008,Beijing,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
Asif Mlikov,M,Azerbaijan,AZE,1996,Atlanta,Weightlifting,Weightlifting Men's Bantamweight,No medal,Weightlifting,WLF,True
Asif Mlikov,M,Azerbaijan,AZE,2004,Athina,Weightlifting,Weightlifting Men's Featherweight,No medal,Weightlifting,WLF,True
Alan Naniyev,M,Azerbaijan,AZE,2004,Athina,Weightlifting,Weightlifting Men's Heavyweight,No medal,Weightlifting,WLF,False
Nizami Paayev,M,Azerbaijan,AZE,2000,Sydney,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,Weightlifting,WLF,True
Nizami Paayev,M,Azerbaijan,AZE,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal,Weightlifting,WLF,True
Nizami Paayev,M,Azerbaijan,AZE,2008,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal,Weightlifting,WLF,True
liby Smdov,M,Azerbaijan,AZE,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal,Weightlifting,WLF,False
Elxan Sleymanov,M,Azerbaijan,AZE,2000,Sydney,Weightlifting,Weightlifting Men's Featherweight,No medal,Weightlifting,WLF,False
Valentin Snezhev,M,Azerbaijan,AZE,2012,London,Weightlifting,Weightlifting Men's Bantamweight,Bronze,Weightlifting,WLF,False
ntiqam Zairov,M,Azerbaijan,AZE,2008,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,Weightlifting,WLF,True
ntiqam Zairov,M,Azerbaijan,AZE,2012,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal,Weightlifting,WLF,True
