Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Achad Arifin,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Ashari Danoe,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Jasrin Jusron,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Kwee Sek,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Phwa Liong,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Rusli Ramang,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Mohamed Rashjid,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Maulwi Saelan,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Chairuddin Siregar,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Tan Houw,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Thio Tjiang,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Oros Witarsa,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Ramlan Yatim,M,Indonesia,INA,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
