Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Frdric Aeschlimann,M,Switzerland,SUI,1924,Paris,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False
Yves Allegro,M,Switzerland,SUI,2004,Athina,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,False
Alberto Chiesa,M,Switzerland,SUI,1920,Antwerpen,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False
Pablo Debran,M,Switzerland,SUI,1924,Paris,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False
Roger Federer,M,Switzerland,SUI,2000,Sydney,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Roger Federer,M,Switzerland,SUI,2004,Athina,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Roger Federer,M,Switzerland,SUI,2004,Athina,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True
Roger Federer,M,Switzerland,SUI,2008,Beijing,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Roger Federer,M,Switzerland,SUI,2008,Beijing,Tennis,Tennis Men's Doubles,Gold,Tennis,TEN,True
Roger Federer,M,Switzerland,SUI,2012,London,Tennis,Tennis Men's Singles,Silver,Tennis,TEN,True
Roger Federer,M,Switzerland,SUI,2012,London,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True
Maurice Ferrier,M,Switzerland,SUI,1924,Paris,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,False
Heinz Gnthardt,M,Switzerland,SUI,1988,Seoul,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,False
Jakob Hlasek,M,Switzerland,SUI,1988,Seoul,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Jakob Hlasek,M,Switzerland,SUI,1988,Seoul,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True
Jakob Hlasek,M,Switzerland,SUI,1992,Barcelona,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Jakob Hlasek,M,Switzerland,SUI,1992,Barcelona,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True
Marc Rosset,M,Switzerland,SUI,1992,Barcelona,Tennis,Tennis Men's Singles,Gold,Tennis,TEN,True
Marc Rosset,M,Switzerland,SUI,1992,Barcelona,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True
Marc Rosset,M,Switzerland,SUI,1996,Atlanta,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Armand Simon,M,Switzerland,SUI,1920,Antwerpen,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Armand Simon,M,Switzerland,SUI,1920,Antwerpen,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True
Hans Syz,M,Switzerland,SUI,1920,Antwerpen,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Hans Syz,M,Switzerland,SUI,1920,Antwerpen,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True
Hans Syz,M,Switzerland,SUI,1924,Paris,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Stanislas Wawrinka,M,Switzerland,SUI,2008,Beijing,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Stanislas Wawrinka,M,Switzerland,SUI,2008,Beijing,Tennis,Tennis Men's Doubles,Gold,Tennis,TEN,True
Stanislas Wawrinka,M,Switzerland,SUI,2012,London,Tennis,Tennis Men's Singles,No medal,Tennis,TEN,True
Stanislas Wawrinka,M,Switzerland,SUI,2012,London,Tennis,Tennis Men's Doubles,No medal,Tennis,TEN,True
Stan Wawrinka,M,Switzerland,SUI,2024,Paris,Tennis,Men's Singles,No medal,Men's,TEN,False
