Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Vitaly Anichkin,M,Kazakhstan,KAZ,2012,London,Athletics,Athletics Men's 50 kilometres Walk,No medal,False
Sergey Arzamasov,M,Kazakhstan,KAZ,1996,Atlanta,Athletics,Athletics Men's Triple Jump,No medal,True
Sergey Arzamasov,M,Kazakhstan,KAZ,2000,Sydney,Athletics,Athletics Men's Triple Jump,No medal,True
Valery Borisov,M,Kazakhstan,KAZ,1996,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,No medal,True
Valery Borisov,M,Kazakhstan,KAZ,2000,Sydney,Athletics,Athletics Men's 20 kilometres Walk,No medal,True
Valery Borisov,M,Kazakhstan,KAZ,2000,Sydney,Athletics,Athletics Men's 50 kilometres Walk,No medal,True
Valery Borisov,M,Kazakhstan,KAZ,2004,Athina,Athletics,Athletics Men's 20 kilometres Walk,No medal,True
Gennady Chernovol,M,Kazakhstan,KAZ,2000,Sydney,Athletics,Athletics Men's 200 metres,No medal,True
Gennady Chernovol,M,Kazakhstan,KAZ,2004,Athina,Athletics,Athletics Men's 100 metres,No medal,True
Yevgeny Ektov,M,Kazakhstan,KAZ,2012,London,Athletics,Athletics Men's Triple Jump,No medal,False
Nikita Filippov,M,Kazakhstan,KAZ,2012,London,Athletics,Athletics Men's Pole Vault,No medal,False
Ivan Ivanov,M,Kazakhstan,KAZ,2016,Rio de Janeiro,Athletics,Athletics Men's Shot Put,No medal,False
Dmitry Karpov,M,Kazakhstan,KAZ,2004,Athina,Athletics,Athletics Men's Decathlon,Bronze,True
Dmitry Karpov,M,Kazakhstan,KAZ,2008,Beijing,Athletics,Athletics Men's Decathlon,No medal,True
Dmitry Karpov,M,Kazakhstan,KAZ,2012,London,Athletics,Athletics Men's Decathlon,No medal,True
Dmitry Koblov,M,Kazakhstan,KAZ,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,No medal,False
Mikhail Kolganov,M,Kazakhstan,KAZ,2004,Athina,Athletics,Athletics Men's 800 metres,No medal,False
Sergey Korepanov,M,Kazakhstan,KAZ,1996,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,No medal,True
Sergey Korepanov,M,Kazakhstan,KAZ,2000,Sydney,Athletics,Athletics Men's 50 kilometres Walk,No medal,True
Sergey Korepanov,M,Kazakhstan,KAZ,2004,Athina,Athletics,Athletics Men's 50 kilometres Walk,No medal,True
Artyom Kosinov,M,Kazakhstan,KAZ,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,False
Mikhail Krasilov,M,Kazakhstan,KAZ,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal,False
