Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Marie-Louise Castenskiold,F,Denmark,DEN,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Marie-Louise Castenskiold,F,Denmark,DEN,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Cathrine Dufour,F,Denmark,DEN,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Cathrine Dufour,F,Denmark,DEN,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Lis (holst-),F,Denmark,DEN,1952,Helsinki,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,Equestrianism,EVE,True
Lis (holst-),F,Denmark,DEN,1956,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,Equestrianism,EVE,True
Lis (holst-),F,Denmark,DEN,1956,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Lene Hoberg,F,Denmark,DEN,1992,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Lene Hoberg,F,Denmark,DEN,1992,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Charlotte -fouillet),F,Denmark,DEN,1972,Munich,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Charlotte -fouillet),F,Denmark,DEN,1972,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Merethe Jensen,F,Denmark,DEN,1992,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal,Equestrianism,EVE,False
Anne Jensen-trnblad,F,Denmark,DEN,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,Equestrianism,EVE,True
Anne Jensen-trnblad,F,Denmark,DEN,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Anne Jensen-trnblad,F,Denmark,DEN,1988,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Anne Jensen-trnblad,F,Denmark,DEN,1988,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Anne Jensen-trnblad,F,Denmark,DEN,1992,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Anne Jensen-trnblad,F,Denmark,DEN,1992,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Anne Olst,F,Denmark,DEN,1988,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Anne Olst,F,Denmark,DEN,1988,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Anne Olst,F,Denmark,DEN,1992,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Anne Olst,F,Denmark,DEN,1992,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Anne Olst,F,Denmark,DEN,2000,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Anne Olst,F,Denmark,DEN,2000,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Anne Olst,F,Denmark,DEN,2008,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Anne Olst,F,Denmark,DEN,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Anne Olst,F,Denmark,DEN,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Lone Jrgensen,F,Denmark,DEN,2000,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Lone Jrgensen,F,Denmark,DEN,2000,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Lone Jrgensen,F,Denmark,DEN,2004,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Lone Jrgensen,F,Denmark,DEN,2004,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Anna Kasprzak,F,Denmark,DEN,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Anna Kasprzak,F,Denmark,DEN,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Anna Kasprzak,F,Denmark,DEN,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Anna Kasprzak,F,Denmark,DEN,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Agnete Kristiansen-),F,Denmark,DEN,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Agnete Kristiansen-),F,Denmark,DEN,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Inger (schiler-),F,Denmark,DEN,1956,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Inger (schiler-),F,Denmark,DEN,1956,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Lone (pedersen-),F,Denmark,DEN,1992,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal,Equestrianism,EVE,False
Ulla (holm-),F,Denmark,DEN,1972,Munich,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Ulla (holm-),F,Denmark,DEN,1972,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Ulla (holm-),F,Denmark,DEN,1976,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Ulla (holm-),F,Denmark,DEN,1976,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
Lisbeth Seierskilde,F,Denmark,DEN,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,False
Nathalie Sayn-wittgenstein-berleburg,F,Denmark,DEN,2008,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Nathalie Sayn-wittgenstein-berleburg,F,Denmark,DEN,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal,Equestrianism,EVE,True
Nathalie Sayn-wittgenstein-berleburg,F,Denmark,DEN,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal,Equestrianism,EVE,True
