Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Chan Wa-yen,M,Chinese Taipei,TPE,1968,Mexico City,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False
Chang Lo-pu,M,Chinese Taipei,TPE,1960,Roma,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False
Chang Pin-cheng,M,Chinese Taipei,TPE,1964,Tokyo,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False
Chen Bai-sun,M,Chinese Taipei,TPE,1964,Tokyo,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,False
Chen King-ming,M,Chinese Taipei,TPE,1984,Los Angeles,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False
Chung Pao-ming,M,Chinese Taipei,TPE,1984,Los Angeles,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False
Ho Su-lung,M,Chinese Taipei,TPE,1968,Mexico City,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False
Hong Tshun-fu,M,Chinese Taipei,TPE,1964,Tokyo,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False
Hsu Hung-cheng,M,Chinese Taipei,TPE,1964,Tokyo,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False
Hsu Teng-yun,M,Chinese Taipei,TPE,1960,Roma,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False
Lai Chu-en,M,Chinese Taipei,TPE,2016,Rio de Janeiro,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False
Lee Chen-chu,M,Chinese Taipei,TPE,1964,Tokyo,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False
Lee Shih-chuan,M,Chinese Taipei,TPE,1956,Melbourne,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False
Liu Hsin-hung,M,Chinese Taipei,TPE,1988,Seoul,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False
Lu Chih-hsiung,M,Chinese Taipei,TPE,1988,Seoul,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False
Tsai Chih-hsiu,M,Chinese Taipei,TPE,1996,Atlanta,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False
Wang Chee-chu,M,Chinese Taipei,TPE,1964,Tokyo,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False
Wang Chee-yen,M,Chinese Taipei,TPE,1964,Tokyo,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,True
Wang Chee-yen,M,Chinese Taipei,TPE,1968,Mexico City,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,True
Wang Chee-yen,M,Chinese Taipei,TPE,1972,Munich,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,True
Wei Kan,M,Chinese Taipei,TPE,2024,Paris,Boxing,Men's 71kg,No medal,Men's,BOX,False
En Lai,M,Chinese Taipei,TPE,2024,Paris,Boxing,Men's 63.5kg,No medal,Men's,BOX,False
