Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Edwin Benne,M,Netherlands,NED,1988,Seoul,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,True
Edwin Benne,M,Netherlands,NED,1992,Barcelona,Volleyball,Volleyball Men's Volleyball,Silver,Volleyball,VVO,True
Peter Blang,M,Netherlands,NED,1988,Seoul,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,True
Peter Blang,M,Netherlands,NED,1992,Barcelona,Volleyball,Volleyball Men's Volleyball,Silver,Volleyball,VVO,True
Peter Blang,M,Netherlands,NED,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,Gold,Volleyball,VVO,True
Peter Blang,M,Netherlands,NED,2000,Sydney,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,True
Johannes Bontje,M,Netherlands,NED,2004,Athina,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,False
Ronald Boudrie,M,Netherlands,NED,1988,Seoul,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,True
Ronald Boudrie,M,Netherlands,NED,1992,Barcelona,Volleyball,Volleyball Men's Volleyball,Silver,Volleyball,VVO,True
Marco Brouwers,M,Netherlands,NED,1988,Seoul,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,False
Teunis Buijs,M,Netherlands,NED,1988,Seoul,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,False
Franklin Constandse,M,Netherlands,NED,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,False
Albert Cristina,M,Netherlands,NED,2000,Sydney,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,True
Albert Cristina,M,Netherlands,NED,2004,Athina,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,True
Jacques Vink,M,Netherlands,NED,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,False
Martijn Dieleman,M,Netherlands,NED,2000,Sydney,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,False
Jacques Ewalds,M,Netherlands,NED,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,False
Nico Freriks,M,Netherlands,NED,2004,Athina,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,False
Guido Grtzen,M,Netherlands,NED,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,Gold,Volleyball,VVO,True
Guido Grtzen,M,Netherlands,NED,2000,Sydney,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,True
Guido Grtzen,M,Netherlands,NED,2004,Athina,Volleyball,Volleyball Men's Volleyball,No medal,Volleyball,VVO,True
