Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Dias Alface,M,Mozambique,MOZ,1980,Moskva,Athletics,"Athletics Men's 10,000 metres",No medal,Athletics,ATH,False
Eduardo Costa,M,Mozambique,MOZ,1980,Moskva,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,False
Kurt Couto,M,Mozambique,MOZ,2004,Athina,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,True
Kurt Couto,M,Mozambique,MOZ,2012,London,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,True
Kurt Couto,M,Mozambique,MOZ,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,True
Stelio Craveirinha,M,Mozambique,MOZ,1980,Moskva,Athletics,Athletics Men's Long Jump,No medal,Athletics,ATH,False
Vicente Daniel,M,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,False
Jorge Duvane,M,Mozambique,MOZ,2000,Sydney,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,False
Henrique Ferreira,M,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True
Henrique Ferreira,M,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True
Pedro Gonalvo,M,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False
Abdul Ismail,M,Mozambique,MOZ,1980,Moskva,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,False
Leonardo Loforte,M,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True
Leonardo Loforte,M,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True
Domingos Mendes,M,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,False
Pedro Mulomo,M,Mozambique,MOZ,1980,Moskva,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,False
Paulo Noronha,M,Mozambique,MOZ,1988,Seoul,Athletics,Athletics Men's Triple Jump,No medal,Athletics,ATH,False
Constantino Reis,M,Mozambique,MOZ,1980,Moskva,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,False
Jaime Rodrigues,M,Mozambique,MOZ,1988,Seoul,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True
Jaime Rodrigues,M,Mozambique,MOZ,1992,Barcelona,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True
Vicente Santos,M,Mozambique,MOZ,1980,Moskva,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,False
Andr Titos,M,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True
Andr Titos,M,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True
Armando Machava,M,Mozambique,MOZ,2020,Tokyo,Athletics,Men's 400m Hurdles,No medal,Men's,ATH,False
Steven Sabino,M,Mozambique,MOZ,2024,Paris,Athletics,Men's 100m,No medal,Men's,ATH,False
