Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
John Bjrnstad,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,False,True
Ole Fegth,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,False,True
Gunnar Grantz,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,False,True
Gustav Hhre,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,False,True
Johannes Klem,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Bronze,Rowing,ROW,False,True
Henry Larsen,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Bronze,Rowing,ROW,False,True
Olaf Solberg,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",No medal,Rowing,ROW,False,True
Mathias Torstensen,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Bronze,Rowing,ROW,False,True
Ejnar Tnsager,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Bronze,Rowing,ROW,False,True
Haakon Tnsager,M,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Bronze,Rowing,ROW,False,True
