Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
James Avery,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Christopher Begg,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,True
Christopher Begg,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,False
Todd Betts,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Timothy Burton,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Richard Clapp,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,True
Richard Clapp,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,False
Rhal Cormier,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
David Corrente,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Eric Cyr,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
David Davidson,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Philip Devey,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Jason Dickson,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Robert Ducey,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Emerson Frostad,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Emmanuel Garcia,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Steve Green,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Jeffrey Guiel,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Shawn Hill,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Michael Johnson,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,True
Michael Johnson,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,False
Daniel Klassen,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Michael Kusiewicz,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Pierre-Luc Laforest,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Brett Lawrie,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Jonathan Lockwood,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Brooks Mcniven,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Christopher Mears,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Aaron Myette,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Kevin Nicholson,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
John Ogiltree,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Peterson Orr,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Simon Pond,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Ryan Radmanovich,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,True
Ryan Radmanovich,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,False
Christopher Reitsma,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Christopher Robinson,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Matthew Rogelstad,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Michael Saunders,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Paul Spoljaric,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Adam Stern,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,True
Adam Stern,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,True,False
Andrew Stewart,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Robert Swindle,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Scott Thorman,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
James Ostrand,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Jeremy Ware,M,Canada,CAN,2004,Athina,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
Nicholas Weglarz,M,Canada,CAN,2008,Beijing,Baseball,Baseball Men's Baseball,No medal,Baseball,BSB,False,True
