Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Giovanni Anni,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Piero Baglia-bamberghi,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Sergio Ballesio,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Amedeo Banci,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Enrico Bisio,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Claudio Candotti,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Egidio Cosentino,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Giampaolo Farci,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Luigi Farci,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Bruno Figliola,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Sergio Formenti,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Luigi Lanfranchi,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Antonio Lenza,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Claudio Libotte,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Mario Marchiori,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Tullio Marchiori,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Giovanni Mazzalupi,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Giampaolo Medda,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,True,True
Giampaolo Medda,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,True,False
Primo Meozzi,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Umberto Micco,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Sergio Morra,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Piervittorio Pampuro,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Luigi Piacentini,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Quarto Pianesi,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Gastone Puccioni,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Giorgio Ravalli,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Felice Salis,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Luciano Soli,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Vittorio Castellani,M,Italy,ITA,1952,Helsinki,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Alessandro Vannini,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Antonio Vargiu,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
Ugo Zorco,M,Italy,ITA,1960,Roma,Hockey,Hockey Men's Hockey,No medal,Hockey,HOC,False,True
