Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Jacky Alders,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Jacky Alders,M,Belgium,BEL,1980,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Juliaan Bogaert,M,Belgium,BEL,1948,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,False
Charles Brahm,M,Belgium,BEL,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal,False
Joseph Broeckx,M,Belgium,BEL,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Joseph Broeckx,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Joseph Broeckx,M,Belgium,BEL,1980,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Paul Broeckx,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,False
Jean-Pierre Burny,M,Belgium,BEL,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Jean-Pierre Burny,M,Belgium,BEL,1972,Munich,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Jean-Pierre Burny,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Jean-Pierre Burny,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Olivier Cauwenbergh,M,Belgium,BEL,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",No medal,True
Olivier Cauwenbergh,M,Belgium,BEL,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Thofhiel Claessens,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Thofhiel Claessens,M,Belgium,BEL,1980,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Thofhiel Claessens,M,Belgium,BEL,1980,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Hubert Coomans,M,Belgium,BEL,1948,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,False
Alfred Corbiaux,M,Belgium,BEL,1948,London,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",No medal,False
Jan Blaes,M,Belgium,BEL,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
Kevin Bont,M,Belgium,BEL,2008,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
Antoon Brauwer,M,Belgium,BEL,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Antoon Brauwer,M,Belgium,BEL,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Antoon Brauwer,M,Belgium,BEL,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Antoon Brauwer,M,Belgium,BEL,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Patrick Bucke,M,Belgium,BEL,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Patrick Bucke,M,Belgium,BEL,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Robert Waele,M,Belgium,BEL,1960,Roma,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Robert Waele,M,Belgium,BEL,1960,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,No medal,True
Yvan Decock,M,Belgium,BEL,1960,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,No medal,False
Geert Deldaele,M,Belgium,BEL,1988,Seoul,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,False
Jules Deneumoulin,M,Belgium,BEL,1936,Berlin,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres",No medal,False
Hilaire Deprez,M,Belgium,BEL,1948,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal,True
Hilaire Deprez,M,Belgium,BEL,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",No medal,True
Wouter D'haene,M,Belgium,BEL,2004,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
Jean-Marie D'haese,M,Belgium,BEL,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,False
Mathieu Doby,M,Belgium,BEL,2012,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal,False
Jean Dubois,M,Belgium,BEL,1948,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,False
Gatan Frys,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Gatan Frys,M,Belgium,BEL,1980,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Patrick Hanssens,M,Belgium,BEL,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Patrick Hanssens,M,Belgium,BEL,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Paulus Hoekstra,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Paulus Hoekstra,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Hendrik Honsia,M,Belgium,BEL,1936,Berlin,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,False
Albert Joris,M,Belgium,BEL,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
Louis Maes,M,Belgium,BEL,1936,Berlin,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",No medal,False
Bob Maesen,M,Belgium,BEL,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Bob Maesen,M,Belgium,BEL,2004,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Bob Maesen,M,Belgium,BEL,2008,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Jozef Massy,M,Belgium,BEL,1948,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal,False
Marc Moens,M,Belgium,BEL,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Marc Moens,M,Belgium,BEL,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Herman Naegels,M,Belgium,BEL,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Herman Naegels,M,Belgium,BEL,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Armand Pagnoulle,M,Belgium,BEL,1936,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",No medal,False
Laurens Pannecoucke,M,Belgium,BEL,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",No medal,True
Laurens Pannecoucke,M,Belgium,BEL,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Charles Pasquier,M,Belgium,BEL,1936,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",No medal,False
Artuur Peters,M,Belgium,BEL,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,False
Maxime Richard,M,Belgium,BEL,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",No medal,False
Ren Roels,M,Belgium,BEL,1964,Tokyo,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
Clement Spiette,M,Belgium,BEL,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal,False
Bart Stalmans,M,Belgium,BEL,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Bart Stalmans,M,Belgium,BEL,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Paul Stinckens,M,Belgium,BEL,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Paul Stinckens,M,Belgium,BEL,1976,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Paul Stinckens,M,Belgium,BEL,1980,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
David Taboureau,M,Belgium,BEL,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
David Taboureau,M,Belgium,BEL,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Roger T'joncke,M,Belgium,BEL,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,False
Germain Moere,M,Belgium,BEL,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Germain Moere,M,Belgium,BEL,1960,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Germain Moere,M,Belgium,BEL,1960,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,No medal,True
Albert Vliet,M,Belgium,BEL,1948,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Albert Vliet,M,Belgium,BEL,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Frans Berghen,M,Belgium,BEL,1948,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Frans Berghen,M,Belgium,BEL,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Mark Vendeweyer,M,Belgium,BEL,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Mark Vendeweyer,M,Belgium,BEL,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Hendrik Verbrugghe,M,Belgium,BEL,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Hendrik Verbrugghe,M,Belgium,BEL,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Hendrik Verbrugghe,M,Belgium,BEL,1960,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Hendrik Verbrugghe,M,Belgium,BEL,1960,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,No medal,True
Hendrik Verbrugghe,M,Belgium,BEL,1964,Tokyo,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
