Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Lavrentis Alexanidis,M,Greece,GRE,2004,Athina,Judo,Judo Men's Lightweight,No medal,True
Lavrentis Alexanidis,M,Greece,GRE,2008,Beijing,Judo,Judo Men's Extra-Lightweight,No medal,True
Dionysios Iliadis,M,Greece,GRE,2004,Athina,Judo,Judo Men's Middleweight,No medal,False
Ilias Iliadis,M,Greece,GRE,2004,Athina,Judo,Judo Men's Half-Middleweight,Gold,True
Ilias Iliadis,M,Greece,GRE,2008,Beijing,Judo,Judo Men's Middleweight,No medal,True
Ilias Iliadis,M,Greece,GRE,2012,London,Judo,Judo Men's Middleweight,Bronze,True
Ilias Iliadis,M,Greece,GRE,2016,Rio de Janeiro,Judo,Judo Men's Middleweight,No medal,True
Vasileios Iliadis,M,Greece,GRE,2004,Athina,Judo,Judo Men's Half-Heavyweight,No medal,False
Roman Moustopoulos,M,Greece,GRE,2016,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,No medal,False
Ilias Nikas,M,Greece,GRE,1992,Barcelona,Judo,Judo Men's Half-Heavyweight,No medal,False
Kharalambos Papaioannou,M,Greece,GRE,1996,Atlanta,Judo,Judo Men's Heavyweight,No medal,True
Kharalambos Papaioannou,M,Greece,GRE,2004,Athina,Judo,Judo Men's Heavyweight,No medal,True
Georgios Vazagkasvili,M,Greece,GRE,2004,Athina,Judo,Judo Men's Half-Lightweight,No medal,False
Revaz Zintiridis,M,Greece,GRE,2004,Athina,Judo,Judo Men's Extra-Lightweight,No medal,False
Tariel Zintiridis,M,Greece,GRE,2008,Beijing,Judo,Judo Men's Half-Lightweight,No medal,False
Alexios Ntanatsidis,M,Greece,GRE,2020,Tokyo,Judo,Men -81 kg,No medal,False
Theodoros Tselidis,M,Greece,GRE,2024,Paris,Judo,Men -90 kg,Bronze,False
