Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Chang Si,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
Chen Xiaojun,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
Chen Xuan,F,China,CHN,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Chen Yu,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Fu Yuling,F,China,CHN,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Gu Beibei,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Gu Beibei,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Gu Beibei,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Synchronized,SWA,True
Gu Xiao,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
Guan Zewen,F,China,CHN,1992,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,No medal,Synchronized,SWA,True
Guan Zewen,F,China,CHN,1992,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Guo Cui,F,China,CHN,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Guo Li,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
He Xiaochu,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Hou Yingli,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Hou Yingli,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Hu Ni,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Huang Xuechen,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Synchronized,SWA,True
Huang Xuechen,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,Synchronized,SWA,True
Huang Xuechen,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,True
Huang Xuechen,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver,Synchronized,SWA,True
Huang Xuechen,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,True
Jiang Tingting,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Jiang Tingting,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Synchronized,SWA,True
Jiang Tingting,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,True
Jiang Wenwen,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Jiang Wenwen,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Synchronized,SWA,True
Jiang Wenwen,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,True
Jin Na,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Li Min,F,China,CHN,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Li Min,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Li Min,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Li Rouping,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Li Xiaolu,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
Li Yuanyuan,F,China,CHN,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Li Yuanyuan,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Li Yuanyuan,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Li Zhen,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Li Zhen,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Liang Xinping,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
Liu Ou,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Synchronized,SWA,True
Liu Ou,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,Synchronized,SWA,True
Liu Ou,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,True
Long Yan,F,China,CHN,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Luo Xi,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Synchronized,SWA,True
Luo Xi,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,True
Luo Xi,F,China,CHN,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,No medal,Synchronized,SWA,True
Luo Xi,F,China,CHN,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Pan Yan,F,China,CHN,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Sun Qiuting,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Synchronized,SWA,False
Sun Wenyan,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,True
Sun Wenyan,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver,Synchronized,SWA,True
Sun Wenyan,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,True
Tan Min,F,China,CHN,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,No medal,Synchronized,SWA,True
Tan Min,F,China,CHN,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Tan Min,F,China,CHN,1992,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,No medal,Synchronized,SWA,True
Tang Mengni,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
Wang Fang,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Wang Na,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Wang Na,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Synchronized,SWA,True
Wang Xiaojie,F,China,CHN,1992,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,No medal,Synchronized,SWA,True
Wang Xiaojie,F,China,CHN,1992,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Wu Chunlan,F,China,CHN,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Wu Yiwen,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
Xia Ye,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,False
Yin Chengxin,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
Zeng Zhen,F,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Synchronized,SWA,False
Zhang Xiaohuan,F,China,CHN,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Zhang Xiaohuan,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal,Synchronized,SWA,True
Zhang Xiaohuan,F,China,CHN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,No medal,Synchronized,SWA,True
Zhang Xiaohuan,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Synchronized,SWA,True
Zhang Ying,F,China,CHN,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,No medal,Synchronized,SWA,False
Yu Feng,F,China,CHN,2020,Tokyo,Artistic Swimming,Team,Silver,Team,SWA,True
Li Guo,F,China,CHN,2020,Tokyo,Artistic Swimming,Team,Silver,Team,SWA,False
Xuechen Huang,F,China,CHN,2020,Tokyo,Artistic Swimming,Duet Team,Silver,Duet,SWA,True
Xuechen Huang,F,China,CHN,2020,Tokyo,Artistic Swimming,Team,Silver,Team,SWA,True
Xinping Liang,F,China,CHN,2020,Tokyo,Artistic Swimming,Team,Silver,Team,SWA,False
Wenyan Sun,F,China,CHN,2020,Tokyo,Artistic Swimming,Duet Team,Silver,Duet,SWA,True
Wenyan Sun,F,China,CHN,2020,Tokyo,Artistic Swimming,Team,Silver,Team,SWA,True
Qianyi Wang,F,China,CHN,2020,Tokyo,Artistic Swimming,Team,Silver,Team,SWA,True
Yanning Xiao,F,China,CHN,2020,Tokyo,Artistic Swimming,Team,Silver,Team,SWA,True
Chengxin Yin,F,China,CHN,2020,Tokyo,Artistic Swimming,Team,Silver,Team,SWA,False
Yu Feng,F,China,CHN,2024,Paris,Artistic Swimming,Team,Gold,Team,SWA,True
Hao Chang,F,China,CHN,2024,Paris,Artistic Swimming,Team,Gold,Team,SWA,False
Wentao Cheng,F,China,CHN,2024,Paris,Artistic Swimming,Team,Gold,Team,SWA,False
Ciyue Wang,F,China,CHN,2024,Paris,Artistic Swimming,Team,Gold,Team,SWA,False
Yayi Zhang,F,China,CHN,2024,Paris,Artistic Swimming,Team,Gold,Team,SWA,False
Liuyi Wang,F,China,CHN,2024,Paris,Artistic Swimming,Team,Gold,Team,SWA,True
Liuyi Wang,F,China,CHN,2024,Paris,Artistic Swimming,Duet,Gold,Duet,SWA,True
Qianyi Wang,F,China,CHN,2024,Paris,Artistic Swimming,Team,Gold,Team,SWA,True
Qianyi Wang,F,China,CHN,2024,Paris,Artistic Swimming,Duet,Gold,Duet,SWA,True
Yanning Xiao,F,China,CHN,2024,Paris,Artistic Swimming,Team,Gold,Team,SWA,True
Binxuan Xiang,F,China,CHN,2024,Paris,Artistic Swimming,Team,Gold,Team,SWA,False
