Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Dmytro Boiko,M,Ukraine,UKR,2012,London,Fencing,"Fencing Men's Sabre, Individual",No medal,Fencing,FEN,False
Oleksiy Bryzhalov,M,Ukraine,UKR,1996,Atlanta,Fencing,"Fencing Men's Foil, Individual",No medal,Fencing,FEN,True
Oleksiy Bryzhalov,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Foil, Individual",No medal,Fencing,FEN,True
Oleksiy Bryzhalov,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Foil, Team",No medal,Fencing,FEN,True
Dmytro Chumak,M,Ukraine,UKR,2008,Beijing,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Dmytro Chumak,M,Ukraine,UKR,2008,Beijing,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Anatoliy Herei,M,Ukraine,UKR,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Anatoliy Herei,M,Ukraine,UKR,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Serhiy Holubytskiy,M,Ukraine,UKR,1996,Atlanta,Fencing,"Fencing Men's Foil, Individual",No medal,Fencing,FEN,True
Serhiy Holubytskiy,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Foil, Individual",No medal,Fencing,FEN,True
Serhiy Holubytskiy,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Foil, Team",No medal,Fencing,FEN,True
Oleksandr Horbachuk,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,False
Vadym Huttsait,M,Ukraine,UKR,1996,Atlanta,Fencing,"Fencing Men's Sabre, Individual",No medal,Fencing,FEN,True
Vadym Huttsait,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Sabre, Individual",No medal,Fencing,FEN,True
Vadym Huttsait,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Sabre, Team",No medal,Fencing,FEN,True
Volodymyr Kaliuzhniy,M,Ukraine,UKR,1996,Atlanta,Fencing,"Fencing Men's Sabre, Individual",No medal,Fencing,FEN,True
Volodymyr Kaliuzhniy,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Sabre, Individual",No medal,Fencing,FEN,True
Volodymyr Kaliuzhniy,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Sabre, Team",No medal,Fencing,FEN,True
Volodymyr Kaliuzhniy,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's Sabre, Individual",No medal,Fencing,FEN,True
Volodymyr Kaliuzhniy,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's Sabre, Team",No medal,Fencing,FEN,True
Dmytro Kariuchenko,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Dmytro Kariuchenko,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Dmytro Kariuchenko,M,Ukraine,UKR,2012,London,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Dmytro Kariuchenko,M,Ukraine,UKR,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Dmytro Kariuchenko,M,Ukraine,UKR,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Maksym Khvorost,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Maksym Khvorost,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Maksym Khvorost,M,Ukraine,UKR,2008,Beijing,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Maksym Khvorost,M,Ukraine,UKR,2008,Beijing,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Maksym Khvorost,M,Ukraine,UKR,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Oleksiy Kruhliak,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Foil, Individual",No medal,Fencing,FEN,True
Oleksiy Kruhliak,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Foil, Team",No medal,Fencing,FEN,True
Volodymyr Lukashenko,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Sabre, Individual",No medal,Fencing,FEN,True
Volodymyr Lukashenko,M,Ukraine,UKR,2000,Sydney,Fencing,"Fencing Men's Sabre, Team",No medal,Fencing,FEN,True
Volodymyr Lukashenko,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's Sabre, Individual",No medal,Fencing,FEN,True
Volodymyr Lukashenko,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's Sabre, Team",No medal,Fencing,FEN,True
Vitaliy Medvediev,M,Ukraine,UKR,2008,Beijing,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,False
Bohdan Nikishyn,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Bohdan Nikishyn,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Bohdan Nikishyn,M,Ukraine,UKR,2008,Beijing,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Bohdan Nikishyn,M,Ukraine,UKR,2008,Beijing,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Bohdan Nikishyn,M,Ukraine,UKR,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",No medal,Fencing,FEN,True
Bohdan Nikishyn,M,Ukraine,UKR,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,True
Vitaliy Osharov,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's epee, Team",No medal,Fencing,FEN,False
Oleh Shturbabin,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's Sabre, Team",No medal,Fencing,FEN,False
Vladyslav Tretiak,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's Sabre, Individual",Bronze,Fencing,FEN,True
Vladyslav Tretiak,M,Ukraine,UKR,2004,Athina,Fencing,"Fencing Men's Sabre, Team",No medal,Fencing,FEN,True
Andriy Yahodka,M,Ukraine,UKR,2016,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",No medal,Fencing,FEN,False
Anatolii Herey,M,Ukraine,UKR,2020,Tokyo,Fencing,Men's Épée Team,No medal,Men's,FEN,False
Bogdan Nikishin,M,Ukraine,UKR,2020,Tokyo,Fencing,Men's Épée Individual,No medal,Men's,FEN,True
Bogdan Nikishin,M,Ukraine,UKR,2020,Tokyo,Fencing,Men's Épée Team,No medal,Men's,FEN,True
Igor Reizlin,M,Ukraine,UKR,2020,Tokyo,Fencing,Men's Épée Individual,Bronze,Men's,FEN,True
Igor Reizlin,M,Ukraine,UKR,2020,Tokyo,Fencing,Men's Épée Team,No medal,Men's,FEN,True
Roman Svichkar,M,Ukraine,UKR,2020,Tokyo,Fencing,Men's Épée Individual,No medal,Men's,FEN,True
Roman Svichkar,M,Ukraine,UKR,2020,Tokyo,Fencing,Men's Épée Team,No medal,Men's,FEN,True
