Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Peter Bach,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Cristian Bajan,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Vernon Cheung,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Russell Garnett,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
David Gonzalez,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Kristian Groenintwoud,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Darryl Mccormack,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Rajan Pavlovic,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Taip Ramadani,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Lee Schofield,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Dragan Sestic,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Sasa Sestic,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Karim Shehab,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Milan Slavujevic,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
Brendon Taylor,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal,False
