Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
de Marlize,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Liske Lategan,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Ayanda Malinga,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Zintle Mpupha,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Nadine Roos,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Mathrin Simmers,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Kemisetso Baloyi,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Shiniqwa Lamprecht,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Maria Tshiremba,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Libbie Janse,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Byrhandre Dolf,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Veroeshka Grain,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
Sizophila Solontsi,F,South Africa,RSA,2024,Paris,Rugby Sevens,Women,No medal,Women,RU7,False
