Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Markku Airio,M,Finland,FIN,1976,Montreal,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,True,True
Markku Airio,M,Finland,FIN,1976,Montreal,Judo,Judo Men's Open Class,No medal,Judo,JUD,True,True
Simo Akrenius,M,Finland,FIN,1972,Munich,Judo,Judo Men's Middleweight,No medal,Judo,JUD,False,True
Reino Fagerlund,M,Finland,FIN,1980,Moskva,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,False,True
Marko Haanp,M,Finland,FIN,1992,Barcelona,Judo,Judo Men's Half-Middleweight,No medal,Judo,JUD,False,True
Antti Hyvrinen,M,Finland,FIN,1984,Los Angeles,Judo,Judo Men's Lightweight,No medal,Judo,JUD,False,True
Valtteri Jokinen,M,Finland,FIN,2012,London,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,False,True
Jorma Korhonen,M,Finland,FIN,1992,Barcelona,Judo,Judo Men's Lightweight,No medal,Judo,JUD,False,True
Marko Korhonen,M,Finland,FIN,1992,Barcelona,Judo,Judo Men's Half-Lightweight,No medal,Judo,JUD,False,True
Pasi Laurn,M,Finland,FIN,1996,Atlanta,Judo,Judo Men's Half-Lightweight,No medal,Judo,JUD,False,True
Jukka-Pekka Metsola,M,Finland,FIN,1988,Seoul,Judo,Judo Men's Half-Middleweight,No medal,Judo,JUD,False,True
Seppo Myllyl,M,Finland,FIN,1980,Moskva,Judo,Judo Men's Lightweight,No medal,Judo,JUD,True,True
Seppo Myllyl,M,Finland,FIN,1984,Los Angeles,Judo,Judo Men's Half-Middleweight,No medal,Judo,JUD,True,False
Timo Peltola,M,Finland,FIN,2004,Athina,Judo,Judo Men's Half-Heavyweight,No medal,Judo,JUD,False,True
Juho Reinvall,M,Finland,FIN,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,False,True
Jaakko Saari,M,Finland,FIN,1980,Moskva,Judo,Judo Men's Open Class,No medal,Judo,JUD,False,True
Juha Salonen,M,Finland,FIN,1984,Los Angeles,Judo,Judo Men's Open Class,No medal,Judo,JUD,True,True
Juha Salonen,M,Finland,FIN,1988,Seoul,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,True,False
Juha Salonen,M,Finland,FIN,1992,Barcelona,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,True,False
Martti Puumalainen,M,Finland,FIN,2024,Paris,Judo,Men +100 kg,No medal,Men,JUD,False,True
Luukas Saha,M,Finland,FIN,2024,Paris,Judo,Men -66 kg,No medal,Men,JUD,False,True
