Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Arthur Bailey,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver,False
Gordon Balfour,M,Toronto Argonauts,CAN,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze,False
Philip Boyd,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver,True
Philip Boyd,M,Toronto Argonauts,CAN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,True
Becher Gale,M,Toronto Argonauts,CAN,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze,True
Becher Gale,M,Toronto Argonauts,CAN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,True
Richard Gregory,M,Toronto Argonauts,CAN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,False
Albert Kent,M,Toronto Argonauts,CAN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,False
Douglas Kertland,M,Toronto Argonauts,CAN,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze,False
Walter Lewis,M,Toronto Argonauts,CAN,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze,False
Thomas Loudon,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver,False
Donald Mackenzie,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver,False
Winslow Mccleary,M,Toronto Argonauts,CAN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,False
William Murphy,M,Toronto Argonauts,CAN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,False
George (-carr),M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver,False
William Rice,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver,False
Charles Riddy,M,Toronto Argonauts,CAN,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze,True
Charles Riddy,M,Toronto Argonauts,CAN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,True
Irvine (-perley-robertson),M,Toronto Argonauts,CAN,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze,False
Alexander Sinclair,M,Toronto Argonauts,CAN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,False
George Strange,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver,False
Geoffrey Taylor,M,Toronto Argonauts,CAN,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze,True
Geoffrey Taylor,M,Toronto Argonauts,CAN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal,True
Julius Thomson,M,Toronto Argonauts,CAN,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze,False
William Wadsworth,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver,False
Joseph Sr.,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver,True
Joseph Sr.,M,Toronto Argonauts,CAN,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze,True
