Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Sabine -bothe),F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Anja Althaus,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Maren Baumbach,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Andrea (stein-),F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Andrea (stein-),F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Eike Bram,F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Eike Bram,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Carola Ciszewski,F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Csilla Elekes,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Sabine Englert,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Michaela Erler,F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Michaela Erler,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Silke -gnad),F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Sybille Gruner,F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Nadine Hrdter,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Franziska Heinz,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Mandy Hering,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Grit Jurack,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Grit Jurack,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Eva Kiss-gyri,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Rita Kster,F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Nadine Krause,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Anja Krger,F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Elena (-grlz),F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Christine Lindemann,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Anna Loerper,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Emilia Luca,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Stefanie Melbeck,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Kerstin (-knpfer),F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Anne Mller,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Heike Murrweiss,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Sabrina (-richter),F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Gabriele Palme,F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Miroslava Ritskiavitchius,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Michaela Schanze,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Melanie Schliecker,F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Silvia Schmitt,F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Laura Steinbach,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Andrea Stolletz,F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Bianca (-rsicke),F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Bianca (-rsicke),F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Marlies (-kamleitner),F,Germany,GER,1996,Atlanta,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Birgit (-peter),F,Germany,GER,1992,Barcelona,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Clara Woltering,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Nina Wrz,F,Germany,GER,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Xenia Smits,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Julia Behnke,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Emily Boelk,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Dinah Eckerle,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Antje Doell,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Meike Schmelzer,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Amelie Berger,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Katharina Filter,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Annika Lott,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Julia Maidhof,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Sarah Wachter,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Mia Zschocke,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Alina Grijseels,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Lisa Antl,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Jenny Behrend,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Viola Leuchter,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
Maria Stockschlaeder,F,Germany,GER,2024,Paris,Handball,Women,No medal,Women,HBL,False
