Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Ainhoa Royo,F,Spain,ESP,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False,True
Izaskun Prez,F,Spain,ESP,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,True
Izaskun Prez,F,Spain,ESP,1996,Atlanta,Cycling,Cycling Women's Points Race,No medal,Cycling,CTR,True,True
Laura Guerrero,F,Spain,ESP,1996,Atlanta,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,False,True
Mara Lozano,F,Spain,ESP,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,True
Mara Lozano,F,Spain,ESP,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,False
Mercedes Amedo,F,Spain,ESP,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False,True
Tania Barbero,F,Spain,ESP,2016,Rio de Janeiro,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,True,True
Tania Barbero,F,Spain,ESP,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin,No medal,Cycling,CTR,True,True
Tania Barbero,F,Spain,ESP,2016,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,No medal,Cycling,CTR,True,True
Helena Roige,F,Spain,ESP,2016,Rio de Janeiro,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,True,True
Helena Roige,F,Spain,ESP,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin,No medal,Cycling,CTR,True,True
Helena Roige,F,Spain,ESP,2016,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,No medal,Cycling,CTR,True,True
Beln Lpez,F,Spain,ESP,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False,True
Margarita Riera,F,Spain,ESP,2000,Sydney,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze,Cycling,CTR,True,True
Margarita Riera,F,Spain,ESP,2004,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,False
Margarita Riera,F,Spain,ESP,2008,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,False
Eneritz Mazaga,F,Spain,ESP,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False,True
Leire Dorronsoro,F,Spain,ESP,2008,Beijing,Cycling,Cycling Women's Points Race,Bronze,Cycling,CTR,True,True
Leire Dorronsoro,F,Spain,ESP,2012,London,Cycling,Cycling Women's Omnium,No medal,Cycling,CTR,True,False
Gema Torrecilla,F,Spain,ESP,2004,Athina,Cycling,Cycling Women's Points Race,No medal,Cycling,CTR,False,True
Silvia Planas,F,Spain,ESP,1996,Atlanta,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,True
Silvia Planas,F,Spain,ESP,2000,Sydney,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,False
Mara Sanchn,F,Spain,ESP,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,True
Mara Sanchn,F,Spain,ESP,2000,Sydney,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True,False
Mara Sanchn,F,Spain,ESP,2000,Sydney,Cycling,Cycling Women's Points Race,No medal,Cycling,CTR,True,False
Mara Sanchn,F,Spain,ESP,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,False
Mara Sanchn,F,Spain,ESP,2004,Athina,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True,False
Anna Chafer,F,Spain,ESP,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False,True
Ane Gonzlez,F,Spain,ESP,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False,True
Joane Arrola,F,Spain,ESP,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,True
Joane Arrola,F,Spain,ESP,1996,Atlanta,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True,True
Joane Arrola,F,Spain,ESP,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,False
Joane Arrola,F,Spain,ESP,2000,Sydney,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True,False
Joane Arrola,F,Spain,ESP,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,False
Joane Arrola,F,Spain,ESP,2004,Athina,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True,False
Marta Andreu,F,Spain,ESP,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,True
Marta Andreu,F,Spain,ESP,2008,Beijing,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True,True
