Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Fraser Brown,M,Ireland,IRL,2004,Athina,Sailing,Sailing Mixed Skiff,No medal,Sailing,SAL,False,True
David Burrows,M,Ireland,IRL,1996,Atlanta,Sailing,Sailing Mixed Two Person Keelboat,No medal,Sailing,SAL,True,True
David Burrows,M,Ireland,IRL,2000,Sydney,Sailing,Sailing Men's One Person Dinghy,No medal,Sailing,SAL,True,False
David Burrows,M,Ireland,IRL,2004,Athina,Sailing,Sailing Men's One Person Dinghy,No medal,Sailing,SAL,True,False
David Burrows,M,Ireland,IRL,2012,London,Sailing,Sailing Men's Two Person Keelboat,No medal,Sailing,SAL,True,False
Harry Byrne,M,Ireland,IRL,1972,Munich,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,False,True
Killian Collins,M,Ireland,IRL,2004,Athina,Sailing,Sailing Men's Two Person Keelboat,No medal,Sailing,SAL,False,True
Garrett Connolly,M,Ireland,IRL,1996,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,False,True
Harold Cudmore,M,Ireland,IRL,1972,Munich,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,No medal,Sailing,SAL,False,True
Alfred Delany,M,Ireland,IRL,1952,Helsinki,Sailing,Sailing Mixed One Person Dinghy,No medal,Sailing,SAL,False,True
Peter Dix,M,Ireland,IRL,1976,Montreal,Sailing,Sailing Mixed Two Person Dinghy,No medal,Sailing,SAL,False,True
Robert Dix,M,Ireland,IRL,1976,Montreal,Sailing,Sailing Mixed Two Person Dinghy,No medal,Sailing,SAL,False,True
John Driscoll,M,Ireland,IRL,1996,Atlanta,Sailing,Sailing Men's One Person Dinghy,No medal,Sailing,SAL,False,True
James Espey,M,Ireland,IRL,2012,London,Sailing,Sailing Men's One Person Dinghy,No medal,Sailing,SAL,False,True
Rory Fitzpatrick,M,Ireland,IRL,2004,Athina,Sailing,Sailing Mixed One Person Dinghy,No medal,Sailing,SAL,False,True
Tom Fitzpatrick,M,Ireland,IRL,2004,Athina,Sailing,Sailing Mixed Skiff,No medal,Sailing,SAL,False,True
Scott Flanigan,M,Ireland,IRL,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,Sailing,SAL,False,True
