Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Kathleen Taylor,F,Ireland,IRL,2012,London,Boxing,Boxing Women's Lightweight,Gold,Boxing,BOX,True
Kathleen Taylor,F,Ireland,IRL,2016,Rio de Janeiro,Boxing,Boxing Women's Lightweight,No medal,Boxing,BOX,True
Anne Harrington,F,Ireland,IRL,2020,Tokyo,Boxing,Women's Light (57-60kg),Gold,Women's,BOX,False
Aoife O'rourke,F,Ireland,IRL,2020,Tokyo,Boxing,Women's Middle (69-75kg),No medal,Women's,BOX,True
Michaela Walsh,F,Ireland,IRL,2020,Tokyo,Boxing,Women's Feather (54-57kg),No medal,Women's,BOX,True
Grainne Walsh,F,Ireland,IRL,2024,Paris,Boxing,Women's 66kg,No medal,Women's,BOX,False
Aoife O'rourke,F,Ireland,IRL,2024,Paris,Boxing,Women's 75kg,No medal,Women's,BOX,True
Daina Moorehouse,F,Ireland,IRL,2024,Paris,Boxing,Women's 50kg,No medal,Women's,BOX,False
Jennifer Lehane,F,Ireland,IRL,2024,Paris,Boxing,Women's 54kg,No medal,Women's,BOX,False
Kellie Harrington,F,Ireland,IRL,2024,Paris,Boxing,Women's 60kg,Gold,Women's,BOX,False
Michaela Walsh,F,Ireland,IRL,2024,Paris,Boxing,Women's 57kg,No medal,Women's,BOX,True
