Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Elizabeth Armstrong,F,United States,USA,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,True
Elizabeth Armstrong,F,United States,USA,2012,London,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,True
Robin Beauregard,F,United States,USA,2000,Sydney,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,True
Robin Beauregard,F,United States,USA,2004,Athina,Water Polo,Water Polo Women's Water Polo,Bronze,Water,WPO,True
Patricia Cardenas,F,United States,USA,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,False
Caroline Clark,F,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,False
Kameryn Craig,F,United States,USA,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,True
Kameryn Craig,F,United States,USA,2012,London,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,True
Kameryn Craig,F,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,True
Margaret Dingeldein,F,United States,USA,2004,Athina,Water Polo,Water Polo Women's Water Polo,Bronze,Water,WPO,False
Annika Dries,F,United States,USA,2012,London,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,False
Ellen (-lee),F,United States,USA,2000,Sydney,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,True
Ellen (-lee),F,United States,USA,2004,Athina,Water Polo,Water Polo Women's Water Polo,Bronze,Water,WPO,True
Rachel Fattal,F,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,True
Aria Fischer,F,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,True
Makenzie Fischer,F,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,True
Jacqueline (-deluca),F,United States,USA,2004,Athina,Water Polo,Water Polo Women's Water Polo,Bronze,Water,WPO,False
Kaleigh Gilchrist,F,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,True
Natalie (-benson),F,United States,USA,2004,Athina,Water Polo,Water Polo Women's Water Polo,Bronze,Water,WPO,True
Natalie (-benson),F,United States,USA,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,True
Alison Gregorka,F,United States,USA,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,False
Brittany Hayes,F,United States,USA,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,False
Samantha Hill,F,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,False
Jaime (-komer),F,United States,USA,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,False
Ashleigh Johnson,F,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,Water,WPO,True
Courtney (young-),F,United States,USA,2000,Sydney,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,False
Ericka Lorenz,F,United States,USA,2000,Sydney,Water Polo,Water Polo Women's Water Polo,Silver,Water,WPO,True
Ericka Lorenz,F,United States,USA,2004,Athina,Water Polo,Water Polo Women's Water Polo,Bronze,Water,WPO,True
