Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Helena Cazaute,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Christina Bauer,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Amandha Sylves,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Juliette Gelin,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Amelie Rotar,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Amandine Giardino,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Leandra Olinga,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Emilie Respaut,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Nina Stojiljkovic,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Halimatou Bah,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Lucille Gicquel,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Maeva Schalk,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
Iman Ndiaye,F,France,FRA,2024,Paris,Volleyball,Women,No medal,Women,VVO,False,True
