Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Tamila Abasova,F,Russia,RUS,2004,Athina,Cycling,Cycling Women's Sprint,Silver,Cycling,CTR,True
Tamila Abasova,F,Russia,RUS,2004,Athina,Cycling,Cycling Women's 500 metres Time Trial,No medal,Cycling,CTR,True
Vera Andreyeva,F,Russia,RUS,2008,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,False
Tatyana Antoshina,F,Russia,RUS,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Tatyana Antoshina,F,Russia,RUS,2012,London,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Yaroslava Bondarenko,F,Russia,RUS,2016,Rio de Janeiro,Cycling,Cycling Women's BMX,No medal,Cycling,CTR,False
Nataliya Boyarskaya,F,Russia,RUS,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Nataliya Boyarskaya,F,Russia,RUS,2008,Beijing,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Svetlana (-stolbova),F,Russia,RUS,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Svetlana (-stolbova),F,Russia,RUS,1996,Atlanta,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Svetlana (-stolbova),F,Russia,RUS,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Svetlana (-stolbova),F,Russia,RUS,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Aleksandra Burchenkova,F,Russia,RUS,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False
Yelena Chalykh,F,Russia,RUS,2004,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal,Cycling,CTR,False
Yekaterina Gnidenko,F,Russia,RUS,2012,London,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,True
Yekaterina Gnidenko,F,Russia,RUS,2012,London,Cycling,Cycling Women's Keirin,No medal,Cycling,CTR,True
Svetlana Grankovskaya,F,Russia,RUS,2004,Athina,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,True
Svetlana Grankovskaya,F,Russia,RUS,2004,Athina,Cycling,Cycling Women's 500 metres Time Trial,No medal,Cycling,CTR,True
Svetlana Grankovskaya,F,Russia,RUS,2008,Beijing,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,True
Oksana Grishina,F,Russia,RUS,1996,Atlanta,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,True
Oksana Grishina,F,Russia,RUS,2000,Sydney,Cycling,Cycling Women's Sprint,Silver,Cycling,CTR,True
Oksana Grishina,F,Russia,RUS,2000,Sydney,Cycling,Cycling Women's 500 metres Time Trial,No medal,Cycling,CTR,True
Irina Kalentyeva,F,Russia,RUS,2004,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True
Irina Kalentyeva,F,Russia,RUS,2008,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze,Cycling,CTR,True
Irina Kalentyeva,F,Russia,RUS,2012,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True
