Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Apurvi Chandela,F,India,IND,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,True
Shagun Chowdhary,F,India,IND,2012,London,Shooting,Shooting Women's Trap,No medal,Shooting,SHO,False
Deepali Deshpande,F,India,IND,2004,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,False
Abha Dhillan,F,India,IND,1992,Barcelona,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,Shooting,SHO,False
Soma Dutta,F,India,IND,1984,Los Angeles,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,True
Soma Dutta,F,India,IND,1984,Los Angeles,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
Soma Dutta,F,India,IND,1988,Seoul,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,True
Soma Dutta,F,India,IND,1988,Seoul,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
Soma Dutta,F,India,IND,1992,Barcelona,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,True
Soma Dutta,F,India,IND,1992,Barcelona,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
Ayonika Paul,F,India,IND,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,False
Rahi (-jeevan),F,India,IND,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal,Shooting,SHO,False
Suma Dixit-),F,India,IND,2004,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,False
Avneet Sidhu,F,India,IND,2008,Beijing,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,True
Avneet Sidhu,F,India,IND,2008,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
Heena Sidhu,F,India,IND,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,Shooting,SHO,True
Heena Sidhu,F,India,IND,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,Shooting,SHO,True
Heena Sidhu,F,India,IND,2016,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal,Shooting,SHO,True
Annu Singh,F,India,IND,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,Shooting,SHO,True
Annu Singh,F,India,IND,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal,Shooting,SHO,True
Anjali Vedpathak-bhagwat,F,India,IND,2000,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,True
Anjali Vedpathak-bhagwat,F,India,IND,2000,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
Anjali Vedpathak-bhagwat,F,India,IND,2004,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,True
Anjali Vedpathak-bhagwat,F,India,IND,2004,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
Anjali Vedpathak-bhagwat,F,India,IND,2008,Beijing,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,Shooting,SHO,True
