Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Virgilius Altmann,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Virgilius Altmann,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Walter Bortel,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Walter Bortel,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Walter Bortel,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,True
Walter Bortel,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Walter Bortel,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Walter Bortel,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,False
Walter Bortel,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,False
Matthias Buxhofer,M,Austria,AUT,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Peter Deimbck,M,Austria,AUT,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Peter Deimbck,M,Austria,AUT,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Ernst Denifl,M,Austria,AUT,1996,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal,Cycling,CTR,False,True
Stefan Denifl,M,Austria,AUT,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Siegfried Denk,M,Austria,AUT,1972,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,False,True
Franz Dusika,M,Austria,AUT,1928,Amsterdam,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,True,True
Franz Dusika,M,Austria,AUT,1928,Amsterdam,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,True
Franz Dusika,M,Austria,AUT,1936,Berlin,Cycling,Cycling Men's Sprint,No medal,Cycling,CTR,True,False
Franz Dusika,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,False
Bernhard Eisel,M,Austria,AUT,2004,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Bernhard Eisel,M,Austria,AUT,2012,London,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Walter Freitag,M,Austria,AUT,1948,London,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,True,True
Walter Freitag,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Roland Garber,M,Austria,AUT,2000,Sydney,Cycling,Cycling Men's Madison,No medal,Cycling,CTR,True,True
Roland Garber,M,Austria,AUT,2004,Athina,Cycling,Cycling Men's Madison,No medal,Cycling,CTR,True,False
Kurt Garschal,M,Austria,AUT,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,False,True
Alexander Gehbauer,M,Austria,AUT,2012,London,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,True
Alexander Gehbauer,M,Austria,AUT,2016,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,False
Josef Genschieder,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,False,True
Gerrit Glomser,M,Austria,AUT,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Gerrit Glomser,M,Austria,AUT,2004,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Johann Goldschmid,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Johann Goldschmid,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Johann Goldschmid,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Ren Haselbacher,M,Austria,AUT,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Ren Haselbacher,M,Austria,AUT,2000,Sydney,Cycling,Cycling Men's Individual Time Trial,No medal,Cycling,CTR,True,True
Dietmar Hauer,M,Austria,AUT,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Dietmar Hauer,M,Austria,AUT,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Josef (trixl-),M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Josef (trixl-),M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Hans Hfner,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Hans Hfner,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's Sprint,No medal,Cycling,CTR,True,True
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's 333 metres Time Trial,No medal,Cycling,CTR,True,True
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's 5,000 metres",No medal,Cycling,CTR,True,True
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's 20 kilometres,No medal,Cycling,CTR,True,True
Siegmund Huber,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Siegmund Huber,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Roman Humenberger,M,Austria,AUT,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Roman Humenberger,M,Austria,AUT,1972,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Roman Humenberger,M,Austria,AUT,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Roman Humenberger,M,Austria,AUT,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,False
Fritz Inthaler,M,Austria,AUT,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Fritz Inthaler,M,Austria,AUT,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Leopold Karner,M,Austria,AUT,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,False,True
Adolf Kofler,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Adolf Kofler,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Roland Knigshofer,M,Austria,AUT,1988,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Roland Knigshofer,M,Austria,AUT,1988,Seoul,Cycling,Cycling Men's Points Race,No medal,Cycling,CTR,True,True
Norbert Kostel,M,Austria,AUT,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,False,True
Rudolf Kramer,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Rudolf Kramer,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Karl Krenauer,M,Austria,AUT,1984,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Karl Krenauer,M,Austria,AUT,1984,Los Angeles,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Gnther Kriz,M,Austria,AUT,1960,Roma,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,True,True
Gnther Kriz,M,Austria,AUT,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Karl Khn,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Karl Khn,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Andreas Langl,M,Austria,AUT,1992,Barcelona,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Johann Lienhart,M,Austria,AUT,1980,Moskva,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Johann Lienhart,M,Austria,AUT,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Johann Lienhart,M,Austria,AUT,1984,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,False
Johann Lienhart,M,Austria,AUT,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Johann Lienhart,M,Austria,AUT,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,False
Johann Lienhart,M,Austria,AUT,1988,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,False
Peter Luttenberger,M,Austria,AUT,1992,Barcelona,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Peter Luttenberger,M,Austria,AUT,1996,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Arthur Mannsbarth,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Arthur Mannsbarth,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Arthur Mannsbarth,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Rudolf Maresch,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Rudolf Maresch,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Rudolf Maresch,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Karl Markt,M,Austria,AUT,2012,London,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal,Cycling,CTR,False,True
Christian Meidlinger,M,Austria,AUT,1992,Barcelona,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,True,True
Christian Meidlinger,M,Austria,AUT,1996,Atlanta,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,True,False
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's Sprint,No medal,Cycling,CTR,True,True
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's 333 metres Time Trial,No medal,Cycling,CTR,True,True
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,True
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's 5,000 metres",No medal,Cycling,CTR,True,True
Rudolf Mitteregger,M,Austria,AUT,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Rudolf Mitteregger,M,Austria,AUT,1972,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Rudolf Mitteregger,M,Austria,AUT,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Rudolf Mitteregger,M,Austria,AUT,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,False
Alfred Mohr,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,True,True
Alfred Mohr,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,True
Harald Morscher,M,Austria,AUT,1996,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Josef Moser,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,False,True
Peter Muckenhuber,M,Austria,AUT,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Peter Muckenhuber,M,Austria,AUT,1984,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,False
Thomas Mhlbacher,M,Austria,AUT,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Kurt Nemetz,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,True
Kurt Nemetz,M,Austria,AUT,1952,Helsinki,Cycling,Cycling Men's Sprint,No medal,Cycling,CTR,True,False
Kurt Nemetz,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,True,False
Kurt Nemetz,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,False
Kurt Nemetz,M,Austria,AUT,1952,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,False
Christian Pfannberger,M,Austria,AUT,2008,Beijing,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Josef Pohnetal,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Josef Pohnetal,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Josef Pohnetal,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Paul Popp,M,Austria,AUT,1984,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Paul Popp,M,Austria,AUT,1984,Los Angeles,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,True,True
Paul Popp,M,Austria,AUT,1984,Los Angeles,Cycling,Cycling Men's Points Race,No medal,Cycling,CTR,True,True
Kurt Postl,M,Austria,AUT,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Kurt Postl,M,Austria,AUT,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Georg Preidler,M,Austria,AUT,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Georg Preidler,M,Austria,AUT,2016,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,No medal,Cycling,CTR,True,True
Konrad Puhrer,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Konrad Puhrer,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's Sprint,No medal,Cycling,CTR,True,True
Konrad Puhrer,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's 333 metres Time Trial,No medal,Cycling,CTR,True,True
Konrad Puhrer,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's 5,000 metres",No medal,Cycling,CTR,True,True
Robert Rammer,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Robert Rammer,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Werner Riebenbauer,M,Austria,AUT,1996,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Werner Riebenbauer,M,Austria,AUT,2000,Sydney,Cycling,Cycling Men's Madison,No medal,Cycling,CTR,True,False
Thomas Rohregger,M,Austria,AUT,2008,Beijing,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Arnold Ruiner,M,Austria,AUT,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
August Schaffer,M,Austria,AUT,1928,Amsterdam,Cycling,Cycling Men's Sprint,No medal,Cycling,CTR,True,True
August Schaffer,M,Austria,AUT,1928,Amsterdam,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,True
Kurt Schein,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Kurt Schein,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Kurt Schein,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,True,True
Kurt Schein,M,Austria,AUT,1956,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Kurt Schein,M,Austria,AUT,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,False
Heinrich Schiebel,M,Austria,AUT,1948,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,False,True
Karl Schmaderer,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,False,True
Felix Schmal,M,Austria,AUT,1896,Athina,Cycling,Cycling Men's 333 metres Time Trial,Bronze,Cycling,CTR,True,True
Felix Schmal,M,Austria,AUT,1896,Athina,Cycling,"Cycling Men's 10,000 metres",Bronze,Cycling,CTR,True,True
Felix Schmal,M,Austria,AUT,1896,Athina,Cycling,Cycling Men's 100 kilometres,No medal,Cycling,CTR,True,True
Felix Schmal,M,Austria,AUT,1896,Athina,Cycling,Cycling Men's 12-Hours Race,Gold,Cycling,CTR,True,True
Kurt Schmied,M,Austria,AUT,1988,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,False,True
Eugen Schnalek,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Eugen Schnalek,M,Austria,AUT,1936,Berlin,Cycling,"Cycling Men's Road Race, Team",No medal,Cycling,CTR,True,True
Daniel Schorn,M,Austria,AUT,2012,London,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Kurt Schweiger,M,Austria,AUT,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Kurt Schweiger,M,Austria,AUT,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Christoph Soukup,M,Austria,AUT,2004,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,True
Christoph Soukup,M,Austria,AUT,2008,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,False
Herbert Spindler,M,Austria,AUT,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Herbert Spindler,M,Austria,AUT,1980,Moskva,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Herbert Spindler,M,Austria,AUT,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,False
Wolfgang Steinmayr,M,Austria,AUT,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Wolfgang Steinmayr,M,Austria,AUT,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Franz Stocher,M,Austria,AUT,1988,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Franz Stocher,M,Austria,AUT,1992,Barcelona,Cycling,Cycling Men's Points Race,No medal,Cycling,CTR,True,False
Franz Stocher,M,Austria,AUT,1996,Atlanta,Cycling,Cycling Men's Points Race,No medal,Cycling,CTR,True,False
Franz Stocher,M,Austria,AUT,2000,Sydney,Cycling,Cycling Men's Points Race,No medal,Cycling,CTR,True,False
Franz Stocher,M,Austria,AUT,2004,Athina,Cycling,Cycling Men's Points Race,No medal,Cycling,CTR,True,False
Franz Stocher,M,Austria,AUT,2004,Athina,Cycling,Cycling Men's Madison,No medal,Cycling,CTR,True,False
Johann Summer,M,Austria,AUT,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Johann Summer,M,Austria,AUT,1972,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Johann Summer,M,Austria,AUT,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,False
Johann Summer,M,Austria,AUT,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,False
Georg Totschnig,M,Austria,AUT,1992,Barcelona,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Georg Totschnig,M,Austria,AUT,1996,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Georg Totschnig,M,Austria,AUT,2004,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
Gerhard Trampusch,M,Austria,AUT,2004,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Mario Traxl,M,Austria,AUT,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Mario Traxl,M,Austria,AUT,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Johann Traxler,M,Austria,AUT,1980,Moskva,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Johann Traxler,M,Austria,AUT,1984,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,False
